policy,total_requests_mean,total_requests_std,total_requests_worst,served_mean,served_std,served_worst,rejected_mean,rejected_std,rejected_worst,service_rate_mean,service_rate_std,service_rate_worst,mean_wait_mean,mean_wait_std,mean_wait_worst,p50_wait_mean,p50_wait_std,p50_wait_worst,p95_wait_mean,p95_wait_std,p95_wait_worst,max_wait_mean,max_wait_std,max_wait_worst,min_wait_mean,min_wait_std,min_wait_worst,std_wait_mean,std_wait_std,std_wait_worst,mean_ride_mean,mean_ride_std,mean_ride_worst,p95_ride_mean,p95_ride_std,p95_ride_worst,mean_detour_ratio_mean,mean_detour_ratio_std,mean_detour_ratio_worst,p95_detour_ratio_mean,p95_detour_ratio_std,p95_detour_ratio_worst,total_distance_mean,total_distance_std,total_distance_worst,loaded_distance_mean,loaded_distance_std,loaded_distance_worst,empty_distance_mean,empty_distance_std,empty_distance_worst,deadhead_ratio_mean,deadhead_ratio_std,deadhead_ratio_worst,improvements_mean,improvements_std,improvements_worst,mean_latency_ms_mean,mean_latency_ms_std,mean_latency_ms_worst,p95_latency_ms_mean,p95_latency_ms_std,p95_latency_ms_worst,violations_total_mean,violations_total_std,violations_total_worst,violations_wait_mean,violations_wait_std,violations_wait_worst,violations_ride_mean,violations_ride_std,violations_ride_worst,mean_wait_excess_mean,mean_wait_excess_std,mean_wait_excess_worst,mean_ride_excess_mean,mean_ride_excess_std,mean_ride_excess_worst
rl+ts (rl_v4),352,32.909,390,279.3333,7.0238,286,72.6667,33.0807,110,0.7979,0.0723,0.8589,11.9722,1.1351,13.0183,9.7481,1.4768,11.3925,27.8185,0.507,28.3374,34.115,4.0366,38.768,0.0,0.0,0.0,8.2403,0.4371,8.6113,12.1443,0.4812,12.5926,27.6335,1.1701,28.8528,1.2744,0.0125,1.284,1.9949,0.1142,2.0851,3696.2115,112.2974,3774.5092,2462.4979,31.0353,2488.7942,1233.7136,84.9913,1304.0746,0.3335,0.0132,0.3455,187.3333,12.741,202,21.6289,2.8441,23.6825,77.841,16.9964,90.6605,9,3.0,12,7.6667,2.5166,10,1.3333,0.5774,2,1.7622,1.2715,3.2273,0.6257,0.5632,1.151
rl+ts (rl_v5),352,32.909,390,287,12.1655,295,65,27.8388,95,0.8187,0.0617,0.8799,13.0723,1.3585,14.6299,10.8882,1.9823,13.1303,29.211,0.5363,29.6372,33.5945,1.4414,35.2542,0.0,0.0,0.0,8.6229,0.2673,8.9314,13.0451,1.2398,14.0741,29.3529,5.4309,34.6665,1.3232,0.071,1.3904,2.0881,0.1739,2.1971,3752.4722,182.234,3870.2592,2583.9039,100.6324,2699.5716,1168.5683,174.6643,1353.8135,0.3106,0.0346,0.3498,178.6667,12.5831,192,27.4228,3.873,31.8821,95.5113,12.5353,107.2345,11,3.0,14,10,3.6056,13,1,1.0,2,1.3452,0.258,1.614,1.0889,1.007,1.8009
rl+ga (rl_base),352,32.909,390,290.3333,11.7189,299,61.6667,26.9506,91,0.8281,0.0597,0.8859,13.265,0.9835,14.2887,11.3614,1.1113,12.5755,28.9509,0.8901,29.8384,34.8496,2.245,37.2499,0.0,0.0,0.0,8.7166,0.4016,9.1795,13.0219,0.8441,13.512,31.0494,4.8276,34.6912,1.3238,0.0353,1.3564,2.0896,0.1146,2.1581,3734.7769,114.564,3855.8589,2575.2449,71.2168,2657.4503,1159.5319,142.832,1323.5999,0.31,0.0298,0.3433,182.3333,17.0392,200,156.4631,41.9759,200.4717,589.9252,103.3718,661.3109,9.6667,5.0332,15,8,3.0,11,1.6667,2.0817,4,1.5633,0.1561,1.7062,0.9514,0.3627,1.2078
rl+ga (rl_v3),352,32.909,390,246.3333,13.4288,256,105.6667,30.6649,138,0.7029,0.0618,0.7688,8.4517,0.8303,9.3595,7.3461,0.5831,8.0045,18.4529,2.1647,20.7689,33.0815,4.5154,37.9442,0.0,0.0,0.0,5.3293,0.458,5.7339,10.7057,0.0725,10.7829,21.0829,1.3887,22.685,1.1748,0.0079,1.18,1.5584,0.032,1.5778,3568.4623,164.8246,3665.1998,2229.0024,90.7324,2282.47,1339.4599,74.1391,1384.9038,0.3753,0.0036,0.3779,165,13.0,173,15.2382,5.6199,21.3124,64.7586,82.4693,159.9796,1,1.0,2,0.6667,0.5774,1,0.3333,0.5774,1,5.1116,4.0059,7.9442,0.6949,0.0,0.6949
rl+ga (rl_v4),352,32.909,390,277.3333,12.897,288,74.6667,25.3246,102,0.7907,0.0527,0.8438,12.1303,1.7151,14.0916,9.6873,2.0767,12.0634,28.5319,0.6854,29.3232,34.6864,3.6696,38.768,0.0,0.0,0.0,8.5187,0.499,9.0756,11.9197,0.678,12.5905,26.6512,2.785,28.7901,1.2785,0.0292,1.3041,2.014,0.1007,2.1034,3668.317,169.9206,3788.1941,2432.7093,75.5572,2515.8804,1235.6077,134.5515,1374.2492,0.3363,0.0234,0.3628,181.6667,12.4231,196,97.1643,38.6916,139.1337,440.685,112.1022,550.1565,8.3333,3.2146,12,7.6667,3.0551,11,0.6667,0.5774,1,1.3005,0.1909,1.4893,0.6199,0.1061,0.6949
rl+ga (rl_v5),352,32.909,390,285.3333,14.3643,296,66.6667,31.0859,99,0.8143,0.0716,0.8889,13.2137,0.7579,14.0867,10.9657,1.3106,12.4289,29.6502,0.8825,30.5443,33.7564,2.2615,36.3625,0.0,0.0,0.0,9.1266,0.3806,9.5535,13.1363,0.7297,13.6659,30.7757,4.0454,34.973,1.325,0.0316,1.3556,2.0945,0.1388,2.1907,3736.1848,150.9072,3900.7213,2560.1224,50.0161,2596.523,1176.0623,111.4987,1304.1983,0.3143,0.0174,0.3343,177.6667,20.306,201,141.3491,22.6975,166.9781,581.0203,98.4392,671.9653,13.3333,5.8595,20,12.3333,5.1316,18,1,1.0,2,1.3631,0.3816,1.8036,0.8906,0.2767,1.0863
rl+alns (rl_base),352,32.909,390,290.3333,14.5717,302,61.6667,25.1064,88,0.8277,0.0559,0.8859,13.5918,0.6976,14.2872,11.6847,0.2583,11.983,29.2367,1.2408,30.1038,34.3762,1.6684,35.4273,0.0,0.0,0.0,8.4413,0.4912,8.9644,12.7655,0.8336,13.3519,30.5343,5.2366,34.0926,1.3189,0.0462,1.3498,2.114,0.1578,2.2194,4009.8483,131.6736,4156.6994,2604.7569,33.2447,2638.5986,1405.0914,128.2433,1553.1705,0.35,0.0207,0.3737,125.6667,10.116,132,72.9523,13.0267,87.9792,275.3923,53.5461,336.1348,12.6667,5.5076,18,11.6667,4.5092,16,1,1.0,2,1.2451,0.3032,1.472,2.8476,0.7062,3.3469
rl+alns (rl_v3),352,32.909,390,233.3333,10.9697,242,118.6667,26.6333,148,0.6653,0.0456,0.7117,10.0839,0.2605,10.2629,9.1626,0.2736,9.3321,20.7145,0.4265,21.1391,29.6125,4.1827,34.4404,0.0,0.0,0.0,5.4614,0.2212,5.6863,10.1844,0.1428,10.3158,19.0236,0.513,19.4585,1.1701,0.009,1.1803,1.542,0.0389,1.5849,3953.048,154.1465,4081.5953,2075.3002,58.1326,2126.228,1877.7479,112.0968,1993.8887,0.4748,0.0119,0.4885,46.3333,8.0829,55,10.1282,2.2232,12.656,47.948,10.1212,58.9199,0.3333,0.5774,1,0.3333,0.5774,1,0,0.0,0,4.4404,0.0,4.4404,,,
rl+alns (rl_v4),352,32.909,390,285,14.7309,298,67,23.6432,92,0.8123,0.0505,0.8649,13.2542,0.5954,13.6198,11.6802,0.3763,12.023,28.139,0.5762,28.7351,32.5059,2.9188,34.9244,0.3385,0.3832,0.7545,7.8015,0.4465,8.3103,12.0478,0.6235,12.5577,27.1311,1.4128,28.4519,1.2724,0.0418,1.2971,1.9592,0.1832,2.1379,4052.0331,161.7603,4238.025,2515.1634,63.7747,2577.1133,1536.8697,176.501,1719.3566,0.3786,0.0299,0.4057,127.6667,8.3865,133,64.99,15.13,80.7791,260.4962,47.3187,306.9683,5,4.0,9,4.6667,4.5092,9,0.3333,0.5774,1,1.9275,0.5545,2.3196,3.3469,0.0,3.3469
rl+alns (rl_v5),352,32.909,390,289.6667,11.0151,297,62.3333,28.0416,93,0.8264,0.0624,0.8859,13.9112,0.7418,14.7606,12.3009,1.015,13.4095,28.9697,0.7877,29.8113,34.2626,1.0639,35.2949,0.2386,0.4133,0.7159,8.2255,0.4021,8.5411,12.8581,1.0353,13.5593,28.5464,4.4215,33.0202,1.3016,0.0543,1.349,1.9977,0.1709,2.1246,4064.0387,187.2762,4261.0933,2579.7558,55.8091,2643.9955,1484.2829,204.6919,1717.8848,0.3643,0.0337,0.4032,119.6667,7.2342,128,75.5265,11.9175,88.9348,273.5752,55.478,327.462,11,3.4641,15,10.3333,3.2146,14,0.6667,0.5774,1,1.2589,0.1112,1.3476,1.3181,0.8813,1.9412
