policy,total_requests_mean,total_requests_std,total_requests_worst,served_mean,served_std,served_worst,rejected_mean,rejected_std,rejected_worst,service_rate_mean,service_rate_std,service_rate_worst,mean_wait_mean,mean_wait_std,mean_wait_worst,p50_wait_mean,p50_wait_std,p50_wait_worst,p95_wait_mean,p95_wait_std,p95_wait_worst,max_wait_mean,max_wait_std,max_wait_worst,min_wait_mean,min_wait_std,min_wait_worst,std_wait_mean,std_wait_std,std_wait_worst,mean_ride_mean,mean_ride_std,mean_ride_worst,p95_ride_mean,p95_ride_std,p95_ride_worst,mean_detour_ratio_mean,mean_detour_ratio_std,mean_detour_ratio_worst,p95_detour_ratio_mean,p95_detour_ratio_std,p95_detour_ratio_worst,total_distance_mean,total_distance_std,total_distance_worst,loaded_distance_mean,loaded_distance_std,loaded_distance_worst,empty_distance_mean,empty_distance_std,empty_distance_worst,deadhead_ratio_mean,deadhead_ratio_std,deadhead_ratio_worst,improvements_mean,improvements_std,improvements_worst,mean_latency_ms_mean,mean_latency_ms_std,mean_latency_ms_worst,p95_latency_ms_mean,p95_latency_ms_std,p95_latency_ms_worst,violations_total_mean,violations_total_std,violations_total_worst,violations_wait_mean,violations_wait_std,violations_wait_worst,violations_ride_mean,violations_ride_std,violations_ride_worst,mean_wait_excess_mean,mean_wait_excess_std,mean_wait_excess_worst,mean_ride_excess_mean,mean_ride_excess_std,mean_ride_excess_worst
rl+ts (rl_v4),355,28.098,390,268,12.7475,284,87,28.1514,124,0.7582,0.0621,0.8348,12.3571,1.0737,13.6805,9.6301,1.0696,11.3857,28.8875,0.8126,29.8627,36.2425,2.5542,38.768,0.0,0.0,0.0,8.7583,0.6953,9.7869,12.1773,0.601,12.9229,28.0424,3.2446,31.9837,1.2812,0.0293,1.3074,1.9908,0.102,2.097,3580.2259,173.935,3770.937,2381.5447,113.0408,2519.7266,1198.6812,95.5403,1347.4392,0.3346,0.0165,0.3573,166.8,16.769,184,21.7266,2.654,24.1365,87.2941,9.5373,98.8551,9.4,1.9494,12,9,2.6458,12,0.4,0.8944,2,2.133,0.7739,3.0367,0.8462,0.0,0.8462
rl+ts (rl_v5),355,28.098,390,278.2,15.2217,297,76.8,24.7528,106,0.7863,0.0568,0.8679,13.0114,0.7939,13.9534,10.4423,0.8065,11.7195,29.3963,0.7595,30.3295,34.0922,2.1987,37.2337,0.0,0.0,0.0,8.9846,0.3873,9.5241,13.0418,0.5929,13.4997,31.3147,3.3684,34.3523,1.3235,0.0339,1.3588,2.1217,0.1207,2.2282,3615.8147,185.1812,3861.9749,2478.5481,121.6395,2630.6239,1137.2666,104.0445,1299.5378,0.3143,0.0186,0.3365,169.4,10.8305,179,27.4694,5.5649,33.0922,103.2674,25.2818,127.3892,10.4,4.9295,17,9.8,4.7645,16,0.6,0.5477,1,1.4503,0.5823,2.3265,0.8138,0.5145,1.3773
rl+ga (rl_base),355,28.098,390,278,17.7764,300,77,28.9482,116,0.7861,0.0686,0.8799,12.9268,1.1592,14.1787,10.4876,1.4635,12.5256,29.2063,1.5278,31.0306,33.6613,2.0878,36.3341,0.0,0.0,0.0,8.903,0.6231,9.963,13.1103,0.3727,13.4234,32.4145,3.1802,34.3748,1.337,0.0357,1.3776,2.159,0.0581,2.246,3584.9416,220.8656,3892.6295,2494.4215,135.307,2634.3041,1090.5201,106.4077,1276.0384,0.3038,0.0147,0.3278,168.6,19.0342,194,135.5534,27.8059,181.0775,573.0847,79.2354,661.974,13.2,6.3403,21,11.6,6.1074,20,1.6,0.8944,3,1.3578,0.6407,2.0741,1.3567,0.6448,2.4194
rl+ga (rl_v3),355,28.098,390,238.8,13.5167,252,116.2,27.0961,146,0.6753,0.0557,0.7568,8.5194,0.6023,9.0638,7.2678,0.6702,7.7705,19.3619,1.4267,20.9171,31.6778,4.6456,37.9442,0.0,0.0,0.0,5.669,0.4132,6.2527,10.6751,0.0792,10.762,20.635,0.6002,21.3952,1.1812,0.0225,1.2133,1.6448,0.0679,1.7449,3452.7983,150.9927,3653.0322,2154.9385,115.7102,2302.2216,1297.8598,43.9576,1350.8106,0.3761,0.0089,0.3911,164.6,5.5946,173,14.7663,4.2558,21.6922,71.416,74.11,156.2951,1.2,0.8367,2,1,1.0,2,0.2,0.4472,1,3.9085,3.541,7.9442,0.6949,0.0,0.6949
rl+ga (rl_v4),355,28.098,390,272.6,12.3004,287,82.4,26.8198,110,0.771,0.06,0.8619,12.0435,1.0888,13.2623,9.5187,0.7817,10.5741,28.2303,1.3548,29.6655,34.8378,3.4809,39.0997,0.0,0.0,0.0,8.4455,0.6918,9.3879,12.0464,0.5505,12.6107,27.4876,2.5582,31.4953,1.2818,0.0269,1.3029,1.9738,0.1098,2.0625,3553.1089,180.1098,3769.7867,2371.0628,89.3541,2469.9128,1182.0461,118.4487,1342.6897,0.3322,0.0194,0.3562,177,12.7083,193,97.3778,23.9038,132.8637,469.4201,104.0264,616.1319,7.6,3.3615,13,6.6,2.7019,11,1,0.7071,2,1.8033,1.2624,3.5725,0.7586,0.8968,2.0417
rl+ga (rl_v5),355,28.098,390,273.2,15.2545,290,81.8,28.8652,117,0.7728,0.0668,0.8709,13.3565,1.098,14.9239,10.845,1.866,14.018,29.2817,0.6035,30.2234,34.7192,2.9535,39.621,0.0,0.0,0.0,9.2804,0.4812,9.9298,12.9657,0.6904,13.6924,31.3761,3.3656,34.677,1.3089,0.0453,1.3702,2.0689,0.1067,2.2035,3619.3658,185.4986,3820.9147,2475.0377,106.1356,2620.6439,1144.328,108.7384,1292.38,0.3158,0.018,0.3382,164,12.6293,177,128.3728,27.6694,170.6734,563.6337,80.7833,641.6049,10.8,3.4928,15,10,2.9155,14,0.8,0.8367,2,1.8723,0.683,2.6286,2.4102,2.5287,5.3142
rl+alns (rl_base),355,28.098,390,282.8,14.8728,298,72.2,28.066,105,0.7999,0.0663,0.8949,13.8726,1.0541,15.1479,11.8719,0.9888,12.9831,29.0238,1.1085,29.8804,34.1627,1.8577,36.9932,0.0,0.0,0.0,8.5671,0.5307,9.0144,12.875,0.6511,13.5948,31.1617,3.704,34.0505,1.3124,0.0413,1.3628,2.1071,0.1167,2.2613,3894.5461,150.1317,4101.034,2527.2048,126.8646,2717.457,1367.3413,104.6302,1543.1884,0.3511,0.0218,0.3763,109,21.6217,131,72.598,10.6192,88.3835,276.5247,21.0669,296.5198,11.6,3.2863,16,10.4,2.1909,13,1.2,1.3038,3,1.6796,0.4477,2.295,2.0796,1.2946,3.3469
rl+alns (rl_v3),355,28.098,390,229,12.51,244,126,28.7489,164,0.6479,0.0565,0.7237,9.9792,0.4206,10.5777,9.1304,0.3982,9.6299,20.5468,1.4219,22.7935,29.8951,4.165,34.6444,0.0255,0.0569,0.1273,5.4578,0.3161,5.9657,10.2316,0.2704,10.5323,18.9718,0.6877,20.0633,1.1691,0.0082,1.1802,1.5742,0.0275,1.6134,3875.881,199.6419,4107.872,2047.514,89.5656,2148.7292,1828.367,134.0593,2025.2041,0.4714,0.0146,0.493,42.8,9.654,60,9.2671,1.9002,12.3817,44.2608,8.6234,57.2028,0.4,0.5477,1,0.4,0.5477,1,0,0.0,0,4.4449,0.2821,4.6444,,,
rl+alns (rl_v4),355,28.098,390,273,17.0441,294,82,27.7759,118,0.7719,0.0646,0.8619,12.8168,0.8421,13.8624,10.9575,0.6519,11.6375,28.1348,1.1636,29.604,33.5615,1.1241,35.1997,0.0,0.0,0.0,7.8282,0.4209,8.4349,12.1063,0.4942,12.6674,27.3064,2.65,31.4014,1.2788,0.0329,1.3122,1.9677,0.0967,2.0779,3915.0689,168.8765,4165.9398,2410.4798,131.1431,2554.8256,1504.5891,109.4691,1682.1268,0.3843,0.0215,0.4038,107.6,17.3868,128,52.805,10.984,68.2602,233.5277,42.8777,285.8702,5.2,2.8636,9,4.8,2.7749,9,0.4,0.5477,1,1.553,0.584,2.2869,2.6305,1.0132,3.3469
rl+alns (rl_v5),355,28.098,390,280.6,13.9212,295,74.4,27.0148,105,0.7935,0.0627,0.8829,14.1363,0.8863,15.2839,12.2444,1.0065,13.5788,29.5377,0.9808,30.3636,35.0691,1.3583,36.3371,0.0,0.0,0.0,8.4595,0.568,8.9427,12.9886,0.7393,13.5103,30.5546,3.6096,32.5948,1.3182,0.041,1.3678,2.0551,0.1315,2.1638,3965.0743,193.7952,4282.0184,2518.1128,103.847,2654.2429,1446.9615,164.4787,1731.5685,0.3643,0.027,0.4044,105.6,18.2975,128,71.8629,12.5473,89.1773,280.1883,50.0955,349.2015,12.6,4.827,17,12,4.7958,16,0.6,0.5477,1,1.663,0.2123,1.9284,1.011,0.5895,1.6912
