policy,total_requests_mean,total_requests_std,total_requests_worst,served_mean,served_std,served_worst,rejected_mean,rejected_std,rejected_worst,service_rate_mean,service_rate_std,service_rate_worst,mean_wait_mean,mean_wait_std,mean_wait_worst,p50_wait_mean,p50_wait_std,p50_wait_worst,p95_wait_mean,p95_wait_std,p95_wait_worst,max_wait_mean,max_wait_std,max_wait_worst,min_wait_mean,min_wait_std,min_wait_worst,std_wait_mean,std_wait_std,std_wait_worst,mean_ride_mean,mean_ride_std,mean_ride_worst,p95_ride_mean,p95_ride_std,p95_ride_worst,mean_detour_ratio_mean,mean_detour_ratio_std,mean_detour_ratio_worst,p95_detour_ratio_mean,p95_detour_ratio_std,p95_detour_ratio_worst,total_distance_mean,total_distance_std,total_distance_worst,loaded_distance_mean,loaded_distance_std,loaded_distance_worst,empty_distance_mean,empty_distance_std,empty_distance_worst,deadhead_ratio_mean,deadhead_ratio_std,deadhead_ratio_worst,improvements_mean,improvements_std,improvements_worst,mean_latency_ms_mean,mean_latency_ms_std,mean_latency_ms_worst,p95_latency_ms_mean,p95_latency_ms_std,p95_latency_ms_worst,violations_total_mean,violations_total_std,violations_total_worst,violations_wait_mean,violations_wait_std,violations_wait_worst,violations_ride_mean,violations_ride_std,violations_ride_worst,mean_wait_excess_mean,mean_wait_excess_std,mean_wait_excess_worst,mean_ride_excess_mean,mean_ride_excess_std,mean_ride_excess_worst
rl+sa (rl_v4),355,28.098,390,306.2,12.775,325,48.8,15.8177,67,0.8646,0.0332,0.8949,12.6455,2.0551,14.488,10.2892,2.1643,13.0507,28.2893,1.5954,29.7028,32.9175,1.468,35.5028,0.0,0.0,0.0,8.6222,1.0835,9.3158,8.4677,0.3431,8.7173,16.4198,1.9884,17.6847,1.2729,0.0361,1.319,1.885,0.1608,2.0306,3349.5902,139.1486,3487.1652,1979.9791,66.5771,2079.6384,1369.611,109.8924,1534.3462,0.4085,0.0191,0.44,100.4,16.334,125,87.8993,30.8016,116.5874,297.5024,64.3992,350.2963,9,4.062,15,8.6,3.6469,14,0.4,0.5477,1,1.5193,0.4689,2.1882,2.2414,2.7291,4.1712
rl+ts (rl_base),355,28.098,390,313.6,17.9944,339,41.4,11.393,56,0.8847,0.0233,0.9112,9.1824,2.5267,12.1754,7.0839,1.9971,10.3316,23.2766,6.4901,28.9655,30.8191,1.6733,32.7037,0.0,0.0,0.0,7.0315,1.8854,8.6824,8.5365,0.2969,8.8326,16.533,1.6037,18.4876,1.2857,0.0383,1.3446,1.8057,0.1121,1.9044,2950.8248,151.9137,3164.145,1964.1751,68.1565,2076.6754,986.6496,103.722,1095.2894,0.3337,0.0205,0.3617,219.4,17.8969,237,38.8009,20.1796,63.4594,137.3079,68.1815,211.22,2.8,4.2071,10,2.8,4.2071,10,0,0.0,0,0.9648,0.5124,1.2933,,,
rl+ts (rl_v3),355,28.098,390,309.4,16.562,336,45.6,13.8672,66,0.8731,0.0294,0.8979,8.3407,1.7006,10.1456,6.6825,1.0219,8.017,21.0704,5.2454,26.016,28.8507,5.9487,36.4713,0.0,0.0,0.0,6.2311,1.5366,7.6844,8.3177,0.1586,8.4838,15.6038,0.8898,16.7248,1.2671,0.0297,1.3151,1.7542,0.108,1.8395,2945.0197,126.7579,3133.5445,1933.4632,71.6792,2055.3147,1011.5564,61.0218,1078.2298,0.3433,0.0082,0.3571,229.8,19.6647,254,31.4464,12.9729,44.6889,120.3093,48.9731,165.3185,0.8,1.0954,2,0.8,1.0954,2,0,0.0,0,2.1675,2.5744,3.9878,,,
rl+ts (rl_v4),355,28.098,390,312,17.9444,337,43,10.583,56,0.8801,0.0202,0.8979,9.4158,2.4771,12.0701,7.2879,1.5405,9.2623,23.6844,6.6274,28.4781,31.1514,2.9886,34.051,0.0,0.0,0.0,7.0924,2.0353,8.9098,8.4561,0.3264,8.8585,16.3548,1.367,18.0498,1.2729,0.0478,1.3443,1.7839,0.1564,1.9651,2958.991,123.6631,3142.0995,1936.5308,76.5942,2062.523,1022.4603,68.4965,1112.446,0.3454,0.0136,0.3675,219.8,17.5271,241,38.9304,19.4819,61.0162,139.7243,66.8006,197.4917,3.4,3.1305,6,3.2,2.9496,6,0.2,0.4472,1,1.5689,0.1044,1.689,1.3168,0.0,1.3168
rl+ga (rl_base),355,28.098,390,312.2,15.928,334,42.8,13.1605,58,0.881,0.0275,0.9112,9.4445,2.6233,12.1744,7.2303,1.4952,9.2471,23.5401,6.6891,28.8707,28.7329,5.5957,33.5031,0.0,0.0,0.0,7.1281,2.2383,9.0327,8.4775,0.3097,8.7796,16.435,1.439,18.5874,1.2759,0.0412,1.3345,1.8157,0.1458,2.0157,2954.278,126.8829,3161.9261,1955.2319,75.0471,2081.2426,999.046,74.3447,1080.6835,0.3379,0.0151,0.3608,223.2,21.4056,241,161.5792,100.8475,269.0656,658.7943,350.0156,980.3577,4.6,5.5498,12,4.6,5.5498,12,0,0.0,0,1.1351,0.3107,1.4898,,,
rl+ga (rl_v3),355,28.098,390,308,16.0156,334,47,14.4914,68,0.8693,0.0308,0.8979,8.5863,1.4664,9.9737,6.9177,1.0525,8.0698,22.2097,4.4983,25.6806,29.6879,3.5016,32.3571,0.0,0.0,0.0,6.4495,1.251,7.3961,8.2888,0.2037,8.4678,15.8485,1.4409,17.6886,1.2655,0.03,1.3108,1.7654,0.107,1.8826,2967.7662,152.3414,3165.4873,1937.1503,67.2165,2047.0271,1030.6159,100.0838,1157.6583,0.3467,0.0178,0.3735,234,28.4517,262,108.1813,52.435,156.8813,487.7325,208.2414,696.713,2.6,2.3022,5,2.6,2.3022,5,0,0.0,0,0.7777,0.4983,1.4471,,,
rl+ga (rl_v4),355,28.098,390,311.4,15.8524,330,43.6,12.4419,60,0.8787,0.0247,0.8994,9.2071,2.6109,11.9085,7.0227,1.7183,9.3074,23.1178,7.2938,29.0336,28.6642,5.46,33.0671,0.0,0.0,0.0,6.9242,2.2796,8.7777,8.5031,0.2705,8.8365,16.4302,1.2505,18.1134,1.2784,0.0343,1.3305,1.8494,0.1405,1.9608,2954.0755,141.3344,3152.2003,1949.5901,64.8153,2022.3206,1004.4854,100.8607,1129.8797,0.3395,0.0202,0.3615,220.4,16.8167,245,148.7163,97.6155,267.1087,575.3332,316.6992,868.472,4.2,4.2661,9,4,4.3012,9,0.2,0.4472,1,0.9258,0.2313,1.1263,0.4671,0.0,0.4671
rl+alns (rl_base),355,28.098,390,315.2,19.652,341,39.8,9.0388,50,0.8888,0.0169,0.9083,9.8178,1.8187,11.8382,8.1086,0.81,9.1278,22.7544,5.74,28.4524,30.3955,2.5676,33.5477,0.0,0.0,0.0,6.5142,1.7489,8.2772,8.5077,0.3521,8.8209,16.6558,1.5238,18.3536,1.2817,0.047,1.3381,1.844,0.1606,2.0262,3294.4719,147.7865,3453.861,1988.8819,74.7009,2095.8396,1305.59,114.6745,1478.6444,0.3959,0.0209,0.4281,135.6,22.9412,157,90.9674,48.0912,148.3016,313.495,127.787,416.3637,2.8,3.8341,7,2.6,3.5777,7,0.2,0.4472,1,1.2233,0.0699,1.2728,1.2186,0.0,1.2186
rl+alns (rl_v3),355,28.098,390,307.8,16.9322,330,47.2,11.3886,60,0.8684,0.0214,0.8919,9.2072,0.9598,10.706,7.9709,0.6957,9.1275,21.0879,3.3215,25.2902,29.5926,3.6015,32.3483,0.0,0.0,0.0,5.6727,0.9335,6.9191,8.2019,0.2638,8.5516,15.4846,1.2107,17.2256,1.2557,0.0389,1.3194,1.7646,0.1095,1.8653,3372.0112,158.7925,3601.8933,1943.2259,59.5262,2024.9097,1428.7853,143.517,1666.0661,0.423,0.0243,0.4626,129.8,25.975,161,68.5681,31.772,113.9516,280.9856,103.6456,368.5976,1.4,1.1402,3,1.2,1.0954,3,0.2,0.4472,1,1.1333,0.9218,2.3483,0.5627,0.0,0.5627
rl+alns (rl_v4),355,28.098,390,315,19.7864,343,40,9.5394,53,0.8883,0.0187,0.9083,9.7377,1.7937,11.851,8.1243,1.1531,9.6446,23.3661,5.6674,28.2866,29.524,4.1889,33.4839,0.0,0.0,0.0,6.4032,1.5913,7.9224,8.4374,0.4251,8.9093,15.9106,1.9905,18.4746,1.2784,0.0539,1.3476,1.8245,0.1683,1.9994,3311.0786,166.2411,3527.9807,1976.7339,80.7366,2078.4805,1334.3447,150.5581,1581.7127,0.4022,0.0284,0.4483,131.8,30.6627,164,91.5031,48.1533,144.1568,316.5475,122.9038,413.9745,1.8,1.4832,4,1.8,1.4832,4,0,0.0,0,0.7131,0.7811,1.8666,,,
