policy,total_requests_mean,total_requests_std,total_requests_worst,served_mean,served_std,served_worst,rejected_mean,rejected_std,rejected_worst,service_rate_mean,service_rate_std,service_rate_worst,mean_wait_mean,mean_wait_std,mean_wait_worst,p50_wait_mean,p50_wait_std,p50_wait_worst,p95_wait_mean,p95_wait_std,p95_wait_worst,max_wait_mean,max_wait_std,max_wait_worst,min_wait_mean,min_wait_std,min_wait_worst,std_wait_mean,std_wait_std,std_wait_worst,mean_ride_mean,mean_ride_std,mean_ride_worst,p95_ride_mean,p95_ride_std,p95_ride_worst,mean_detour_ratio_mean,mean_detour_ratio_std,mean_detour_ratio_worst,p95_detour_ratio_mean,p95_detour_ratio_std,p95_detour_ratio_worst,total_distance_mean,total_distance_std,total_distance_worst,loaded_distance_mean,loaded_distance_std,loaded_distance_worst,empty_distance_mean,empty_distance_std,empty_distance_worst,deadhead_ratio_mean,deadhead_ratio_std,deadhead_ratio_worst,improvements_mean,improvements_std,improvements_worst,mean_latency_ms_mean,mean_latency_ms_std,mean_latency_ms_worst,p95_latency_ms_mean,p95_latency_ms_std,p95_latency_ms_worst,violations_total_mean,violations_total_std,violations_total_worst,violations_wait_mean,violations_wait_std,violations_wait_worst,violations_ride_mean,violations_ride_std,violations_ride_worst,mean_wait_excess_mean,mean_wait_excess_std,mean_wait_excess_worst,mean_ride_excess_mean,mean_ride_excess_std,mean_ride_excess_worst
rl+ts (rl_v4),352,32.909,390,292.3333,13.8684,304,59.6667,24.7049,86,0.8334,0.0547,0.8889,13.9341,1.5606,15.6646,10.1307,1.2313,11.5099,37.6639,2.7918,40.7635,46.2737,1.5803,47.2799,0.0,0.0,0.0,11.1099,0.9275,12.1528,12.1276,0.5925,12.7912,26.9672,1.4054,28.2531,1.2802,0.0277,1.3017,1.9442,0.1361,2.0272,3645.1734,134.4704,3735.4083,2481.8023,65.4523,2526.7144,1163.3711,71.7461,1223.4199,0.319,0.0085,0.3275,213.0,12.1244,224,48.9373,12.2167,62.2526,185.8964,28.9801,217.6377,2.3333,1.5275,4,2.0,2.0,4,0.3333,0.5774,1,1.1468,0.7217,1.6571,0.6949,0.0,0.6949
rl+ts (rl_v5),352,32.909,390,305.0,9.6437,312,47.0,27.8747,78,0.8703,0.0649,0.9279,17.0521,2.342,19.3997,12.6104,2.2421,15.1842,41.8187,2.2852,43.459,50.4227,3.0074,53.4108,0.0,0.0,0.0,13.1092,1.0944,13.9938,12.971,0.921,13.7015,28.8673,3.7651,32.9377,1.31,0.0521,1.3573,2.0016,0.1234,2.1094,3752.8398,98.5822,3811.5821,2604.3152,37.9411,2648.1254,1148.5246,86.9923,1229.3382,0.3058,0.0161,0.3225,216.0,15.1327,233,75.132,12.8868,88.9267,254.4664,28.8918,285.7886,8.6667,2.3094,10,8.0,1.7321,9,0.6667,0.5774,1,2.7529,1.8153,4.8221,0.5623,0.1876,0.6949
rl+ga (rl_base),352,32.909,390,302.3333,9.2916,310,49.6667,31.8957,85,0.8633,0.0754,0.9309,16.8366,2.3434,19.2922,12.2283,1.9288,14.3038,41.9284,2.7621,44.0136,50.1553,1.3372,51.5616,0.0,0.0,0.0,12.955,1.2015,13.8732,12.9646,0.515,13.2869,29.132,1.6505,30.492,1.3066,0.0257,1.3288,2.058,0.1409,2.203,3755.772,145.7551,3868.3632,2638.4038,81.9381,2728.9729,1117.3682,119.6565,1251.5424,0.2971,0.0229,0.3235,218.3333,11.1505,231,268.5104,46.562,304.0573,890.391,46.7592,932.3153,8.0,3.6056,12,6.3333,3.2146,10,1.6667,0.5774,2,2.0605,0.7087,2.8265,0.4985,0.2297,0.717
rl+ga (rl_v3),352,32.909,390,252.3333,9.0738,259,99.6667,30.9246,134,0.7203,0.0609,0.7778,9.104,0.5894,9.7259,8.0273,0.536,8.6439,20.3266,1.8419,22.0871,33.1513,3.9551,37.4262,0.0,0.0,0.0,5.8055,0.342,6.1787,10.5942,0.2251,10.7834,19.7623,0.4027,20.1539,1.1827,0.0134,1.1981,1.5777,0.0467,1.6297,3598.3585,140.4374,3721.3872,2236.0544,71.8933,2287.0244,1362.3041,71.4249,1434.3629,0.3785,0.006,0.3854,174.0,5.5678,180,19.5428,5.6595,25.9987,109.6979,76.013,161.5299,0.3333,0.5774,1,0.0,0.0,0,0.3333,0.5774,1,,,,0.6949,0.0,0.6949
rl+ga (rl_v4),352,32.909,390,295.3333,14.8436,308,56.6667,24.1109,82,0.8418,0.0542,0.8979,14.8739,2.2184,17.2462,10.7742,1.7543,12.7939,39.5039,4.872,42.5819,48.0476,3.3326,50.6005,0.0,0.0,0.0,11.7458,1.6138,12.9426,12.1311,0.5072,12.4353,25.7704,2.8296,28.6563,1.2814,0.0201,1.3011,1.9297,0.0653,1.9817,3727.6414,155.1362,3846.0027,2507.1738,102.4931,2581.5997,1220.4676,68.9264,1296.3523,0.3274,0.0096,0.3371,217.0,4.3589,222,196.1358,69.4805,271.6317,771.0959,126.2023,901.9037,4.0,3.4641,6,3.3333,2.8868,5,0.6667,0.5774,1,2.1277,0.603,2.554,0.9783,0.4007,1.2616
rl+ga (rl_v5),352,32.909,390,301.6667,12.8582,311,50.3333,26.7644,79,0.8604,0.0623,0.9219,16.598,2.2407,18.9427,12.1676,1.5314,13.9358,42.2293,2.1106,44.0331,49.5175,1.7244,50.9062,0.0,0.0,0.0,12.8175,1.3303,13.9484,12.9574,0.7739,13.4416,29.9905,2.6703,32.2251,1.3051,0.041,1.3452,2.0551,0.1374,2.1376,3753.9756,119.6761,3875.9078,2608.5938,35.8094,2649.2932,1145.3817,119.8989,1281.3402,0.3047,0.0225,0.3306,219.6667,11.5902,233,260.2377,67.2563,327.7431,896.5706,95.5607,955.1214,7.3333,5.1316,13,6.0,4.3589,11,1.3333,1.1547,2,2.0643,1.1387,3.0912,1.2143,0.9189,1.8641
rl+alns (rl_base),352,32.909,390,308.3333,11.0151,319,43.6667,24.4199,71,0.8793,0.0561,0.9279,17.6182,3.1294,21.0385,13.4782,1.9761,15.7495,41.4561,4.4209,45.0409,49.6277,1.5581,51.4264,0.156,0.2703,0.4681,12.5931,2.0742,14.6656,12.973,0.9018,13.7932,30.6096,2.6843,32.9925,1.3117,0.0573,1.3682,2.0037,0.1112,2.119,4020.0298,137.0269,4169.9856,2680.3777,74.8462,2766.7395,1339.6522,170.8686,1535.6489,0.3326,0.032,0.3683,152.6667,9.815,164,161.971,45.1628,209.7287,490.2856,82.2206,579.5326,9.3333,8.0829,18,8.3333,7.0946,16,1.0,1.0,2,1.8172,0.5222,2.2503,3.0294,0.4491,3.3469
rl+alns (rl_v3),352,32.909,390,234.3333,17.673,246,117.6667,27.0247,144,0.6677,0.054,0.7297,10.2221,0.2187,10.4254,9.5263,0.2355,9.7472,20.675,1.5761,22.4936,34.6916,10.3737,46.3982,0.3242,0.3262,0.6524,5.6505,0.6505,6.3922,10.204,0.3035,10.545,19.4642,0.7147,20.225,1.1587,0.002,1.161,1.5033,0.0528,1.5356,3967.7034,122.9889,4052.6637,2103.2428,93.6654,2197.7571,1864.4606,75.2284,1951.1425,0.47,0.0144,0.4814,50.3333,21.5019,74,11.4211,4.3728,16.4459,57.6373,30.4864,92.6911,0.6667,0.5774,1,0.3333,0.5774,1,0.3333,0.5774,1,1.3982,0.0,1.3982,0.2455,0.0,0.2455
rl+alns (rl_v4),352,32.909,390,292.0,15.6205,310,60.0,17.3494,80,0.8315,0.0319,0.8529,15.0241,2.2243,17.2336,11.7915,1.5329,13.3895,38.9479,4.9965,42.1043,47.6037,0.5214,48.0021,0.0,0.0,0.0,10.9274,1.7046,12.4416,11.7548,0.9847,12.6684,24.9798,2.5963,27.3086,1.2579,0.0547,1.2945,1.9252,0.1704,2.0789,4012.8235,212.8238,4254.1974,2482.4832,71.9296,2564.2594,1530.3403,255.7883,1825.1864,0.3799,0.0432,0.429,139.6667,13.0512,152,108.4613,52.3437,158.7847,400.8129,75.241,471.522,3.3333,1.1547,4,3.0,1.0,4,0.3333,0.5774,1,1.7526,0.7138,2.5729,3.3469,0.0,3.3469
rl+alns (rl_v5),352,32.909,390,309.6667,10.0664,319,42.3333,25.5408,71,0.8833,0.0594,0.9339,17.8872,2.9081,21.0162,14.0161,2.0763,16.3842,42.9319,2.0099,44.1951,48.392,0.9848,49.4944,0.454,0.5411,1.0528,12.3448,1.6233,13.7833,13.2536,0.9355,13.8136,30.4103,2.9489,32.9454,1.3229,0.0532,1.3781,2.0766,0.1331,2.1707,4083.6798,156.861,4243.7884,2679.212,48.884,2731.779,1404.4678,181.955,1608.6696,0.3432,0.0315,0.3791,165.0,12.1244,176,167.8982,39.3611,207.517,476.0886,36.5588,518.2992,7.0,5.0,12,6.3333,5.1316,12,0.6667,1.1547,2,1.9369,0.9607,2.9687,0.3821,0.0,0.3821
greedy,352,32.909,390,292.6667,12.6623,304,59.3333,24.4404,86,0.8344,0.0533,0.8859,21.0933,2.7949,24.2313,18.466,5.0872,24.3054,44.1828,0.5893,44.8148,50.0266,1.8825,52.0142,0.0,0.0,0.0,14.6747,0.4827,15.198,13.5695,1.1459,14.4316,33.2172,4.5937,35.9667,1.3492,0.0564,1.4033,2.1267,0.1378,2.2385,4079.7547,169.1633,4259.843,2673.8714,79.5473,2765.7196,1405.8833,195.043,1631.0571,0.3438,0.0344,0.3829,0.0,0.0,0,0.5322,0.2155,0.7782,1.3613,0.6704,2.1347,11.6667,2.0817,14,10.3333,1.5275,12,1.3333,1.1547,2,1.7356,0.1547,1.895,2.3615,2.1597,3.8886
greedy+sa,352,32.909,390,296.0,10.4403,303,56.0,30.1164,89,0.8449,0.0694,0.9099,20.3189,1.411,21.8727,16.518,2.078,18.857,44.8063,1.4656,46.1355,52.5172,0.8666,53.3271,0.0,0.0,0.0,14.7138,0.4986,15.1454,13.0329,0.4683,13.4356,30.5447,1.7982,31.7346,1.3168,0.02,1.3298,2.1674,0.0821,2.2335,4003.9998,148.5057,4171.3999,2642.3301,50.0809,2693.7873,1361.6697,100.8437,1477.6126,0.3398,0.0125,0.3542,44.3333,6.6583,50,125.7985,5.7152,132.1816,395.0762,8.8774,404.3079,15.6667,7.5056,23,14.3333,6.5064,21,1.3333,1.1547,2,2.7466,0.8387,3.6987,0.7807,0.2079,0.9277
greedy+ts,352,32.909,390,306.0,13.4536,317,46.0,25.2389,73,0.8725,0.0591,0.9309,17.6509,3.4942,21.4171,13.3499,3.0037,16.7201,43.6409,2.6373,46.2152,51.373,1.616,52.8941,0.0,0.0,0.0,13.4858,1.5976,15.0854,13.163,0.7301,13.812,30.255,3.0842,33.0531,1.3199,0.0338,1.3499,2.0759,0.1359,2.2081,3763.314,128.2283,3846.3834,2657.8623,112.9576,2780.7681,1105.4516,92.5423,1212.1579,0.2937,0.0208,0.3151,118.0,7.5498,125,71.7662,19.0115,92.3651,244.6825,35.0128,281.0476,15.3333,8.7369,25,13.0,8.7178,23,2.3333,1.5275,4,2.2401,0.7772,3.1094,1.1148,0.7315,1.9402
greedy+ga,352,32.909,390,307.0,10.1489,316,45.0,25.9422,74,0.8757,0.0599,0.9279,17.6372,3.6137,21.4407,14.1264,3.7541,18.2833,42.1108,3.4747,44.7987,49.6644,1.012,50.8326,0.0,0.0,0.0,13.0013,1.7622,14.5026,13.2637,1.1048,13.9161,30.4383,3.0816,32.2268,1.3199,0.0594,1.365,2.0736,0.1832,2.183,3769.9634,96.7401,3849.7254,2651.3676,65.3171,2725.6639,1118.5957,112.3735,1246.7472,0.2964,0.0238,0.3239,133.0,6.9282,141,299.3389,104.366,400.0911,986.0035,102.823,1093.34,8.6667,5.0332,14,7.6667,5.0332,13,1.0,0.0,1,1.834,0.41,2.2931,0.4978,0.2209,0.6949
greedy+alns,352,32.909,390,314.6667,12.0139,327,37.3333,22.8983,63,0.8971,0.0534,0.9429,16.9528,2.4151,19.3726,13.1342,2.1129,15.5059,42.1005,2.2354,43.4516,48.4733,1.2267,49.8779,0.0,0.0,0.0,12.9615,1.0495,13.7182,13.4521,0.9661,14.223,32.8245,4.8632,35.865,1.3258,0.051,1.3783,2.0711,0.1027,2.1524,3929.2849,107.3622,4042.9345,2689.6082,80.437,2777.3049,1239.6767,159.6352,1423.6715,0.315,0.0327,0.3521,109.3333,3.0551,112,169.8981,40.1923,208.9366,501.6426,51.325,560.8356,6.3333,2.3094,9,6.0,1.7321,8,0.3333,0.5774,1,1.5353,0.3118,1.851,0.6949,0.0,0.6949
rl (rl_v3ant),352,32.909,390,285.0,9.6437,292,67.0,30.7896,101,0.8136,0.0684,0.8769,23.5383,0.9218,24.5914,21.4654,2.8567,24.6912,45.5755,0.1595,45.7091,49.7861,1.5766,51.4907,0.175,0.1974,0.389,15.0762,0.103,15.171,13.9702,0.7806,14.6856,34.9744,2.8003,37.1791,1.3827,0.0276,1.4115,2.2015,0.068,2.2521,4244.0107,164.0063,4429.769,2654.4358,31.676,2678.674,1589.5749,150.5385,1751.0951,0.374,0.0213,0.3953,0.0,0.0,0,3.8061,0.6868,4.5237,4.7483,0.2289,4.9499,20.3333,1.5275,22,19.0,0.0,19,1.3333,1.5275,3,1.8264,0.341,2.2092,1.9006,1.1941,2.7449
rl+sa (rl_v3ant),352,32.909,390,294.6667,15.3731,305,57.3333,27.0247,85,0.8403,0.0629,0.9069,21.723,2.0419,24.0514,19.4898,3.4134,23.2089,44.6588,1.5445,46.3685,51.399,3.397,54.4403,0.0,0.0,0.0,13.9254,0.5883,14.5772,13.5041,0.9931,14.1618,32.7219,3.953,35.6776,1.337,0.0437,1.3663,2.1807,0.1343,2.2615,4150.5893,179.125,4341.6361,2680.6507,81.6522,2774.7653,1469.9386,202.0179,1703.1538,0.3533,0.0344,0.3923,105.0,3.4641,109,128.9139,16.1438,147.3186,371.2058,10.7996,383.675,13.6667,8.3267,23,11.3333,7.7675,20,2.3333,0.5774,3,2.9231,1.9233,5.0711,1.5876,0.3545,1.9963
rl+ts (rl_v3ant),352,32.909,390,309.6667,10.0664,319,42.3333,25.5408,71,0.8833,0.0594,0.9339,17.4723,3.1212,20.8159,13.4094,3.8602,17.7814,43.154,1.3508,44.5216,48.8897,1.7271,50.333,0.0,0.0,0.0,13.3762,1.3314,14.714,13.4377,0.9343,14.2025,30.5164,3.1012,33.0609,1.3375,0.0445,1.3641,2.0892,0.0756,2.1545,3761.169,112.5121,3874.2941,2686.2014,53.5545,2747.9493,1074.9676,122.4169,1216.0527,0.2854,0.0247,0.3139,212.3333,5.5076,216,81.5262,22.1923,103.6014,266.8773,54.4559,325.7867,8.0,3.4641,12,7.6667,3.7859,12,0.3333,0.5774,1,1.6772,0.6744,2.349,0.6949,0.0,0.6949
rl+ga (rl_v3ant),352,32.909,390,303.3333,14.1539,312,48.6667,28.0951,78,0.8653,0.067,0.9339,18.1644,3.5319,22.0976,14.4622,4.3111,19.4176,43.7863,1.9275,45.0045,51.3377,1.3081,52.7214,0.0,0.0,0.0,13.7737,1.3516,14.9895,13.3529,0.8102,14.0301,32.1234,4.1262,35.4638,1.3343,0.0482,1.3879,2.1156,0.0517,2.1665,3773.1086,111.412,3876.2115,2677.6346,48.6044,2725.8479,1095.474,90.4364,1197.8038,0.2901,0.0164,0.309,208.0,24.5764,236,311.707,81.4424,402.6341,1008.7104,121.3896,1142.592,14.3333,4.5092,19,12.0,3.0,15,2.3333,1.5275,4,2.3447,0.2329,2.5712,0.8078,0.1838,0.9412
rl+alns (rl_v3ant),352,32.909,390,311.0,10.5357,322,41.0,23.8118,68,0.8868,0.0547,0.9309,18.0388,2.4055,20.7506,14.2148,2.4682,17.0438,42.4072,1.9718,44.3441,48.4671,2.3141,50.5377,0.0,0.0,0.0,12.6683,1.631,14.1657,13.3595,1.1937,14.3861,30.2122,4.4514,33.713,1.3233,0.0752,1.4037,2.0446,0.1772,2.212,4059.155,203.8207,4284.2982,2664.4755,86.573,2763.1497,1394.6795,226.7213,1655.288,0.3425,0.0394,0.3864,149.6667,2.5166,152,174.5091,40.1782,215.5712,496.8149,68.9218,569.8051,7.6667,4.0415,12,6.6667,4.5092,11,1.0,1.0,2,1.5179,0.9782,2.4632,0.5461,0.466,0.8756
