policy,total_requests_mean,total_requests_std,total_requests_worst,served_mean,served_std,served_worst,rejected_mean,rejected_std,rejected_worst,service_rate_mean,service_rate_std,service_rate_worst,mean_wait_mean,mean_wait_std,mean_wait_worst,p50_wait_mean,p50_wait_std,p50_wait_worst,p95_wait_mean,p95_wait_std,p95_wait_worst,max_wait_mean,max_wait_std,max_wait_worst,min_wait_mean,min_wait_std,min_wait_worst,std_wait_mean,std_wait_std,std_wait_worst,mean_ride_mean,mean_ride_std,mean_ride_worst,p95_ride_mean,p95_ride_std,p95_ride_worst,mean_detour_ratio_mean,mean_detour_ratio_std,mean_detour_ratio_worst,p95_detour_ratio_mean,p95_detour_ratio_std,p95_detour_ratio_worst,total_distance_mean,total_distance_std,total_distance_worst,loaded_distance_mean,loaded_distance_std,loaded_distance_worst,empty_distance_mean,empty_distance_std,empty_distance_worst,deadhead_ratio_mean,deadhead_ratio_std,deadhead_ratio_worst,improvements_mean,improvements_std,improvements_worst,mean_latency_ms_mean,mean_latency_ms_std,mean_latency_ms_worst,p95_latency_ms_mean,p95_latency_ms_std,p95_latency_ms_worst,violations_total_mean,violations_total_std,violations_total_worst,violations_wait_mean,violations_wait_std,violations_wait_worst,violations_ride_mean,violations_ride_std,violations_ride_worst,mean_wait_excess_mean,mean_wait_excess_std,mean_wait_excess_worst,mean_ride_excess_mean,mean_ride_excess_std,mean_ride_excess_worst
rl+ts (rl_v4),522.6667,14.8436,539,356.0,16.5227,367,166.6667,10.116,173,0.681,0.0203,0.7013,14.1803,0.1743,14.3554,12.2258,0.3173,12.5857,29.93,0.7714,30.769,35.7572,1.1601,37.0211,0.0,0.0,0.0,9.0508,0.2658,9.3285,12.4127,0.297,12.7158,27.8019,0.3652,28.0847,1.3254,0.0236,1.351,2.0746,0.0429,2.124,4314.3585,129.9869,4451.7592,2998.8214,125.0786,3117.6322,1315.5371,24.7492,1334.127,0.3051,0.0095,0.316,225.0,20.2978,243,31.9463,4.9522,37.5487,123.1265,25.9351,152.3511,19.0,3.6056,23,17.3333,3.2146,21,1.6667,0.5774,2,2.0629,0.6913,2.774,0.6484,0.4835,1.2042
rl+ts (rl_v5),522.6667,14.8436,539,362.3333,17.4738,377,160.3333,7.6376,167,0.693,0.0182,0.7071,15.0678,0.7896,15.912,13.5782,1.0903,14.7628,30.4085,0.715,31.2183,35.88,0.9529,36.9803,0.0,0.0,0.0,9.3985,0.3413,9.7707,13.8044,0.4902,14.2257,32.9467,1.8122,34.2368,1.3953,0.0179,1.4148,2.2178,0.041,2.2426,4344.7075,163.6028,4506.648,3167.0229,164.3803,3305.5047,1177.6846,34.7342,1201.1434,0.2713,0.0127,0.2857,206.0,15.3948,223,36.0754,2.9535,37.905,128.0094,11.3948,141.1333,23.0,4.5826,28,20.6667,4.5092,25,2.3333,1.1547,3,1.7661,0.1647,1.9218,0.9401,0.6303,1.6231
rl+ga (rl_base),522.6667,14.8436,539,363.0,21.6564,376,159.6667,14.9778,172,0.6943,0.0309,0.7245,15.0424,0.9218,16.0771,13.4196,1.6101,15.2531,30.2587,0.5595,30.8423,35.1902,1.567,36.9803,0.0,0.0,0.0,9.2285,0.2541,9.4492,13.7514,0.2081,13.9619,32.701,0.4211,33.1754,1.3853,0.0169,1.4032,2.1785,0.0178,2.1977,4361.3851,170.8417,4539.022,3208.5346,144.8199,3306.6089,1152.8506,81.2179,1232.4131,0.2644,0.0159,0.2754,209.0,11.1355,219,193.939,36.828,226.8953,704.691,95.1016,814.0829,21.6667,4.9329,25,20.6667,5.7735,24,1.0,1.0,2,2.0041,0.6309,2.4762,1.9747,0.3848,2.2468
rl+ga (rl_v3),522.6667,14.8436,539,313.6667,14.9778,326,209.0,6.9282,213,0.6,0.0158,0.6127,9.9737,0.8499,10.9544,8.8544,1.0874,10.0985,21.5797,1.0136,22.1817,29.2773,1.4324,30.2474,0.0,0.0,0.0,6.0886,0.2982,6.3518,10.5542,0.2788,10.7988,20.0015,1.4234,21.3673,1.2125,0.0123,1.221,1.6899,0.0945,1.799,4243.9898,192.3089,4450.0579,2683.32,147.7815,2826.1291,1560.6698,55.5569,1623.9288,0.3679,0.009,0.378,217.0,11.3578,225,29.0954,12.186,42.8681,159.5521,6.9003,167.0513,0.3333,0.5774,1,0.3333,0.5774,1,0.0,0.0,0,0.2474,0.0,0.2474,,,
rl+ga (rl_v4),522.6667,14.8436,539,354.6667,18.9297,368,168.0,10.8167,177,0.6784,0.0235,0.6994,13.6283,0.9607,14.5467,11.5572,1.5396,13.109,29.1274,0.2474,29.3186,34.6372,2.8637,37.9247,0.0,0.0,0.0,8.6771,0.1875,8.815,12.3668,0.6656,12.8423,26.8406,2.6739,29.1119,1.324,0.0341,1.3522,2.096,0.0193,2.1131,4313.5444,170.4409,4465.8446,2984.5929,149.9247,3101.3112,1328.9515,30.9394,1364.5335,0.3083,0.0089,0.3182,223.3333,10.2144,235,131.1153,28.0108,155.5739,531.5008,87.0292,631.9823,13.6667,2.5166,16,13.6667,2.5166,16,0.0,0.0,0,1.6883,0.7073,2.3719,,,
rl+ga (rl_v5),522.6667,14.8436,539,358.3333,16.5025,372,164.3333,7.3711,170,0.6854,0.0169,0.6994,14.9471,0.6078,15.4276,13.3493,1.0914,14.07,30.306,0.6311,30.8891,36.8911,1.4047,38.0302,0.0,0.0,0.0,9.2205,0.2131,9.3915,13.5957,0.4085,13.8843,32.1895,2.1764,33.7206,1.3819,0.0168,1.3995,2.1773,0.0307,2.2051,4357.6265,113.8723,4463.7299,3117.3482,127.9954,3199.3161,1240.2782,44.4691,1267.4611,0.2848,0.0136,0.2991,203.3333,9.2376,214,173.6195,10.5638,184.2806,642.8388,11.2091,655.6489,20.0,5.1962,23,18.3333,5.6862,23,1.6667,1.5275,3,2.2285,0.6343,2.9581,1.2636,0.6708,1.7379
rl+alns (rl_base),522.6667,14.8436,539,368.0,12.2882,377,154.6667,8.0829,162,0.7041,0.0129,0.7187,15.3126,0.3379,15.5593,13.8074,0.9608,14.505,29.6003,0.4264,29.9312,35.8211,0.9673,36.9219,0.1681,0.1493,0.2853,8.658,0.2027,8.8488,13.4712,0.182,13.68,31.8112,0.9068,32.6205,1.3773,0.006,1.3833,2.2068,0.0248,2.2293,4533.3854,86.5338,4593.1418,3153.9361,112.6216,3252.0537,1379.4493,51.0909,1414.3501,0.3044,0.0141,0.3165,177.0,23.3024,196,97.3531,9.2089,107.2121,340.2081,43.5319,389.3237,17.3333,4.0415,21,14.6667,3.0551,18,2.6667,1.5275,4,1.4508,0.3478,1.8041,1.3637,0.2126,1.5317
rl+alns (rl_v3),522.6667,14.8436,539,297.3333,12.2202,308,225.3333,14.0119,239,0.569,0.0212,0.5934,10.6721,0.4925,11.1961,9.7991,0.6371,10.5346,22.1132,0.5252,22.6903,30.4343,0.6288,30.8388,0.0,0.0,0.0,5.9773,0.3028,6.3136,10.3094,0.2869,10.6091,20.2595,1.9112,22.258,1.2035,0.0183,1.2182,1.6731,0.0822,1.7306,4518.1942,114.4967,4616.5411,2535.659,101.1436,2615.1257,1982.5353,58.9386,2046.4953,0.4389,0.0126,0.4486,108.3333,20.2073,120,18.4122,4.715,22.8661,94.3488,26.4923,120.2488,1.0,1.0,2,1.0,1.0,2,0.0,0.0,0,0.7242,0.162,0.8388,,,
rl+alns (rl_v4),522.6667,14.8436,539,362.3333,18.5831,375,160.3333,10.9697,169,0.6931,0.0232,0.7148,14.4362,0.7824,15.2713,13.0042,1.3356,14.3265,30.1303,0.5915,30.7826,34.797,0.6253,35.3218,0.0,0.0,0.0,8.747,0.1443,8.8946,12.116,0.4157,12.4465,26.9218,1.6151,27.9941,1.3119,0.0154,1.3208,2.0303,0.0275,2.0553,4548.8185,127.1452,4626.0951,3003.7315,168.3494,3108.8646,1545.0871,42.7752,1592.5125,0.34,0.019,0.3618,190.0,20.0749,211,78.7298,11.5044,86.4399,301.4226,28.9751,334.7754,19.0,5.5678,25,17.6667,5.6862,24,1.3333,0.5774,2,1.5892,0.3801,1.9794,1.3635,0.2329,1.5113
rl+alns (rl_v5),522.6667,14.8436,539,366.3333,18.5023,378,156.3333,11.7189,165,0.7007,0.024,0.7245,15.5039,0.4112,15.9598,13.9949,1.1364,15.1758,30.3747,0.4681,30.6563,34.8593,1.8074,36.0274,0.0813,0.1408,0.2438,8.7691,0.1131,8.8997,13.442,0.3052,13.6782,30.6943,2.0088,32.8704,1.3618,0.0258,1.377,2.1428,0.0471,2.1862,4553.6798,116.4203,4645.9214,3132.5681,143.8741,3267.1161,1421.1117,36.6396,1442.56,0.3123,0.0147,0.326,182.3333,37.4477,216,96.2704,10.8384,107.4405,329.9268,44.0947,375.4914,21.6667,3.5119,25,20.3333,4.0415,24,1.3333,0.5774,2,1.7738,0.4144,2.1448,1.1227,1.1767,2.384
greedy,522.6667,14.8436,539,341.0,16.5227,352,181.6667,10.116,188,0.6523,0.0205,0.6724,17.7573,0.9606,18.8516,19.0636,1.5624,20.8148,31.4942,0.5216,32.0531,36.5302,2.3126,39.0652,0.0,0.0,0.0,9.7638,0.2018,9.9811,13.9823,0.4792,14.5319,33.529,0.386,33.7734,1.4037,0.0188,1.4248,2.2367,0.0406,2.28,4610.5968,114.2597,4708.1799,3171.8467,107.0683,3279.6645,1438.7501,26.0589,1468.3726,0.3121,0.0076,0.3165,0.0,0.0,0,0.3456,0.0201,0.3672,0.6318,0.0224,0.6516,38.3333,9.2376,49,35.0,8.7178,45,3.3333,1.1547,4,1.7734,0.3302,1.9656,1.0267,0.45,1.5421
greedy+sa,522.6667,14.8436,539,354.3333,18.1475,371,168.3333,6.5064,175,0.6777,0.018,0.6883,17.2647,0.8331,18.2121,17.7484,1.3405,19.2743,30.7954,0.7309,31.6339,37.8418,1.1661,39.1759,0.0,0.0,0.0,9.3,0.202,9.5315,14.1495,0.1286,14.2387,33.847,1.1586,35.1835,1.409,0.0168,1.4245,2.2286,0.0274,2.253,4550.2666,157.7834,4648.2644,3243.2726,122.1623,3343.7876,1306.994,47.3551,1355.5575,0.2873,0.0061,0.2925,56.6667,11.0604,67,79.7557,8.7213,88.6973,282.8403,10.7282,293.2413,28.6667,8.9629,39,26.3333,8.3865,36,2.3333,0.5774,3,1.8034,0.1005,1.9181,0.858,0.5126,1.4218
greedy+ts,522.6667,14.8436,539,360.0,15.1327,372,162.6667,7.5056,167,0.6887,0.0154,0.7033,15.2245,0.5369,15.6416,13.8596,1.2455,14.9698,30.5373,0.4441,30.9768,36.8676,0.8376,37.6431,0.0,0.0,0.0,9.5393,0.1699,9.7025,13.7495,0.4256,14.1878,32.9961,4.4688,38.1506,1.3885,0.0191,1.4038,2.2034,0.0535,2.2363,4324.5871,158.0188,4478.3877,3163.8068,164.8395,3273.3625,1160.7803,62.8142,1205.0252,0.2686,0.0171,0.2855,119.6667,18.0093,138,32.8142,2.1969,35.2257,127.1722,12.9328,140.4259,25.3333,2.8868,27,23.6667,4.1633,27,1.6667,1.5275,3,1.8536,0.3175,2.1549,1.6057,0.1179,1.6891
greedy+ga,522.6667,14.8436,539,366.0,17.5214,383,156.6667,5.0332,162,0.7,0.0154,0.7106,15.3264,0.9345,16.3788,13.6635,1.933,15.6097,30.6863,0.0469,30.7398,38.5862,1.5739,40.4031,0.0,0.0,0.0,9.5608,0.2824,9.7246,13.6074,0.4637,14.0001,32.8683,3.1297,35.9825,1.3806,0.0174,1.3919,2.1964,0.0214,2.2172,4308.5238,192.2632,4477.3607,3128.8165,189.535,3246.8507,1179.7073,56.0737,1230.5099,0.2741,0.0163,0.2901,127.3333,11.1505,140,200.0237,19.238,219.0014,797.3295,47.8935,851.5754,27.0,1.7321,28,25.3333,0.5774,26,1.6667,1.5275,3,1.8708,0.1789,2.0649,2.1046,0.3554,2.3559
greedy+alns,522.6667,14.8436,539,369.6667,10.4083,378,153.0,7.5498,161,0.7073,0.0099,0.7187,15.1629,0.518,15.6352,13.6995,0.9374,14.4983,30.0242,0.2012,30.1713,34.5588,1.2186,35.787,0.0,0.0,0.0,9.1264,0.0604,9.1633,13.7829,0.566,14.4055,32.6618,2.5237,35.4645,1.3837,0.0362,1.4255,2.1873,0.069,2.2571,4467.8298,112.7816,4549.606,3194.634,119.7608,3316.7063,1273.1958,47.0133,1324.8465,0.2851,0.0123,0.2935,118.3333,10.6927,130,96.7917,1.869,98.5345,348.6474,33.2142,369.0021,19.0,1.0,20,18.6667,1.5275,20,0.3333,0.5774,1,1.5635,0.181,1.7484,0.0172,0.0,0.0172
rl (rl_v3ant),522.6667,14.8436,539,344.3333,14.5717,358,178.3333,4.6188,181,0.6587,0.0118,0.6667,18.5574,0.6624,19.283,20.1325,1.1196,21.4075,31.4162,0.1615,31.5324,36.9645,1.1715,37.7884,0.0598,0.1035,0.1793,9.3589,0.4083,9.6977,14.6958,0.4975,15.2378,35.3735,0.5349,35.9001,1.4581,0.0328,1.493,2.2745,0.031,2.3079,4669.9308,100.3675,4737.2545,3152.7173,147.6443,3292.416,1517.2135,79.6668,1569.7575,0.3251,0.0205,0.3417,0.0,0.0,0,3.2231,0.5108,3.7147,4.526,0.2084,4.7619,34.6667,3.2146,37,33.3333,3.0551,36,1.3333,0.5774,2,1.8865,0.2691,2.1972,1.202,0.6916,1.9383
rl+sa (rl_v3ant),522.6667,14.8436,539,349.6667,15.5027,361,173.0,8.6603,178,0.6689,0.0175,0.6859,17.4535,0.7012,18.1432,17.6265,1.4696,18.9111,31.3622,0.5501,31.9693,36.553,1.2616,37.7233,0.0,0.0,0.0,9.3697,0.158,9.4672,14.064,0.3603,14.459,33.931,1.9912,36.1969,1.4086,0.032,1.441,2.2227,0.0058,2.2274,4604.6895,135.3344,4710.8642,3182.4646,174.4554,3332.82,1422.2249,41.7879,1461.1165,0.3092,0.0179,0.3282,107.3333,4.5092,112,76.8735,8.7497,83.4915,255.6838,30.2939,290.5343,32.3333,7.5719,41,30.6667,8.3267,40,1.6667,1.1547,3,1.9548,0.0753,2.038,1.1448,1.4061,2.7283
rl+ts (rl_v3ant),522.6667,14.8436,539,364.3333,13.2035,376,158.3333,5.6862,163,0.697,0.0104,0.7071,15.0405,0.7351,15.8696,13.0001,1.2978,14.4941,30.9187,0.4455,31.2381,36.0531,1.561,37.8249,0.0,0.0,0.0,9.3968,0.035,9.437,13.8999,0.523,14.4208,32.724,3.7431,37.0324,1.4009,0.0118,1.4082,2.173,0.0395,2.1969,4335.8858,174.9723,4499.0754,3181.7374,162.6297,3294.4166,1154.1483,51.373,1204.6588,0.2664,0.0128,0.2784,212.3333,14.1539,221,37.2876,0.7513,38.1448,133.6715,11.9875,142.6163,24.3333,5.1316,30,23.6667,4.0415,28,0.6667,1.1547,2,2.1898,0.1297,2.2823,1.4458,0.0,1.4458
rl+ga (rl_v3ant),522.6667,14.8436,539,361.6667,11.0151,369,161.0,9.0,170,0.692,0.0131,0.7071,15.3306,0.7462,16.1179,14.2065,1.2856,15.5225,30.6553,0.4396,31.1622,37.0999,1.4286,38.0206,0.0,0.0,0.0,9.3597,0.1013,9.4726,13.9361,0.5023,14.422,32.9929,4.0513,37.6572,1.4073,0.0254,1.4243,2.2251,0.0378,2.2637,4340.1294,169.5179,4489.8925,3180.1899,159.8712,3290.8002,1159.9394,38.7907,1199.0923,0.2675,0.0113,0.2789,204.0,11.1355,214,199.5356,3.1335,202.4074,726.6973,75.7344,774.0402,24.6667,2.0817,27,22.6667,2.5166,25,2.0,2.0,4,1.885,0.2704,2.1938,0.6372,0.3548,0.888
rl+alns (rl_v3ant),522.6667,14.8436,539,367.6667,14.7422,379,155.0,7.8102,160,0.7034,0.0152,0.7187,15.5261,0.3452,15.8581,14.1911,0.5861,14.8315,29.9096,0.1892,30.1266,35.6568,0.4606,36.1626,0.0488,0.0845,0.1463,8.7599,0.3248,9.0128,13.9581,0.2287,14.21,33.8935,1.6072,35.5314,1.3891,0.0191,1.4053,2.2505,0.0454,2.2773,4550.5473,101.6732,4629.6541,3151.8972,161.4243,3246.7842,1398.6501,65.2631,1470.3564,0.3076,0.0208,0.3315,159.3333,27.3008,184,98.9113,4.752,103.3289,356.4537,23.8514,371.2981,21.6667,5.6862,28,17.3333,2.0817,19,4.3333,4.9329,10,1.533,0.178,1.6427,1.9254,1.4184,3.5236
