policy,total_requests_mean,total_requests_std,total_requests_worst,served_mean,served_std,served_worst,rejected_mean,rejected_std,rejected_worst,service_rate_mean,service_rate_std,service_rate_worst,mean_wait_mean,mean_wait_std,mean_wait_worst,p50_wait_mean,p50_wait_std,p50_wait_worst,p95_wait_mean,p95_wait_std,p95_wait_worst,max_wait_mean,max_wait_std,max_wait_worst,min_wait_mean,min_wait_std,min_wait_worst,std_wait_mean,std_wait_std,std_wait_worst,mean_ride_mean,mean_ride_std,mean_ride_worst,p95_ride_mean,p95_ride_std,p95_ride_worst,mean_detour_ratio_mean,mean_detour_ratio_std,mean_detour_ratio_worst,p95_detour_ratio_mean,p95_detour_ratio_std,p95_detour_ratio_worst,total_distance_mean,total_distance_std,total_distance_worst,loaded_distance_mean,loaded_distance_std,loaded_distance_worst,empty_distance_mean,empty_distance_std,empty_distance_worst,deadhead_ratio_mean,deadhead_ratio_std,deadhead_ratio_worst,improvements_mean,improvements_std,improvements_worst,mean_latency_ms_mean,mean_latency_ms_std,mean_latency_ms_worst,p95_latency_ms_mean,p95_latency_ms_std,p95_latency_ms_worst,violations_total_mean,violations_total_std,violations_total_worst,violations_wait_mean,violations_wait_std,violations_wait_worst,violations_ride_mean,violations_ride_std,violations_ride_worst,mean_wait_excess_mean,mean_wait_excess_std,mean_wait_excess_worst,mean_ride_excess_mean,mean_ride_excess_std,mean_ride_excess_worst
rl+ts (rl_v4),212,11.2694,219,190.6667,11.0151,198,21.3333,0.5774,22,0.8992,0.0048,0.9041,9.6012,1.316,10.7701,7.5214,1.2489,8.563,25.4941,1.6694,27.0422,31.3843,1.0125,32.4349,0.0,0.0,0.0,7.3786,0.6247,7.7632,11.6056,0.4504,12.0425,23.9132,0.363,24.2458,1.2164,0.0177,1.2347,1.7281,0.1051,1.8272,2719.295,186.9771,2843.1179,1779.0119,116.4789,1867.7033,940.2831,72.317,988.3228,0.3457,0.0052,0.3516,130.0,7.8102,135,13.1066,3.671,16.8806,44.5675,18.6001,65.0277,3.0,2.0,5,3.0,2.0,5,0.0,0.0,0,0.6714,0.2808,0.9715,,,
rl+ts (rl_v5),212,11.2694,219,199.3333,13.6137,210,12.6667,4.0415,15,0.9398,0.0206,0.9633,10.4922,1.6136,11.5003,8.0925,1.6474,9.1015,26.4528,1.8278,27.7188,33.2762,0.8382,34.0629,0.0,0.0,0.0,8.057,0.5691,8.6113,12.1488,0.9391,12.8105,28.1584,5.0999,33.4457,1.2392,0.0419,1.2652,1.8414,0.1923,1.9704,2774.5692,229.6729,2924.1527,1871.6245,169.3309,1973.7791,902.9448,63.5911,959.2232,0.3257,0.0079,0.3322,136.3333,8.9629,142,16.542,4.5029,20.3507,55.2784,10.9066,63.9836,5.3333,0.5774,6,5.0,1.0,6,0.3333,0.5774,1,1.4038,0.2843,1.6623,0.8733,0.0,0.8733
rl+ga (rl_base),212,11.2694,219,196.6667,11.8462,204,15.3333,1.1547,16,0.9274,0.0081,0.9358,10.618,1.9055,11.8539,7.9305,1.4468,8.8878,27.1057,2.6508,28.8491,34.4099,1.6919,36.3539,0.0,0.0,0.0,8.2989,1.0612,8.9463,12.2531,0.7081,12.7003,26.6873,2.6113,28.5643,1.2497,0.0308,1.2702,1.9377,0.2041,2.0874,2779.7426,230.7011,2919.2835,1878.2757,164.5372,2002.4605,901.4669,73.2123,965.7831,0.3244,0.0094,0.3323,128.3333,4.0415,132,72.8613,32.667,92.6942,366.9559,152.8586,460.2763,5.3333,2.0817,7,4.6667,2.0817,7,0.6667,1.1547,2,2.706,1.5776,4.5207,2.9924,0.0,2.9924
rl+ga (rl_v3),212,11.2694,219,176.6667,4.0415,181,35.3333,8.6217,43,0.8344,0.033,0.8693,7.6686,0.7608,8.3346,6.8255,1.0819,7.9858,17.4152,1.9409,18.7536,24.8933,1.9635,27.1154,0.0,0.0,0.0,5.1073,0.3396,5.3553,10.8724,0.1693,11.0678,20.973,1.7345,22.4867,1.1637,0.0055,1.1681,1.5098,0.005,1.5128,2652.076,140.2841,2736.1183,1668.3811,60.0282,1719.3127,983.695,85.5297,1052.4862,0.3705,0.014,0.3847,122.3333,7.7675,131,11.4924,1.4554,12.9511,15.5004,0.5491,16.1252,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,
rl+ga (rl_v4),212,11.2694,219,190.6667,8.3865,196,21.3333,2.8868,23,0.8997,0.0086,0.9095,9.2829,1.0633,10.1347,7.7971,1.5421,9.2469,24.8931,0.133,25.0467,32.4614,1.2911,33.4688,0.0,0.0,0.0,6.952,0.1736,7.1247,11.2326,0.3316,11.5571,23.189,1.9911,25.429,1.19,0.0105,1.2014,1.575,0.0362,1.6117,2692.8496,176.3057,2799.8658,1741.1896,83.0988,1805.8057,951.66,95.8601,1019.0084,0.3529,0.0137,0.3653,136.0,3.4641,140,32.1789,3.344,36.0302,170.4423,6.2106,174.35,2.0,1.7321,4,2.0,1.7321,4,0.0,0.0,0,1.8974,1.365,3.4688,,,
rl+ga (rl_v5),212,11.2694,219,197.6667,13.6504,207,14.3333,3.0551,17,0.9319,0.0175,0.9495,10.351,2.2274,12.2487,7.9942,1.7336,9.391,26.2925,2.4488,27.8437,32.4466,1.5825,33.9488,0.0,0.0,0.0,7.753,1.0418,8.4403,12.0737,0.7917,12.741,27.5103,4.2285,31.7274,1.2379,0.026,1.2589,1.8711,0.2183,2.0305,2773.7309,252.5288,2938.813,1858.5195,163.6476,1971.1253,915.2114,97.132,1005.1792,0.3298,0.0112,0.342,140.0,10.3923,146,63.1099,28.7698,87.4667,269.8233,97.1848,344.6109,5.0,0.0,5,4.3333,1.1547,5,0.6667,1.1547,2,1.304,0.7678,2.0711,0.7172,0.0,0.7172
rl+alns (rl_base),212,11.2694,219,197.6667,12.7017,205,14.3333,1.5275,16,0.932,0.011,0.9404,11.7206,0.863,12.2438,9.9397,0.9454,10.5376,27.878,1.1147,29.1647,34.3664,1.1563,35.3279,0.0,0.0,0.0,7.7791,0.1272,7.9237,11.7895,0.6694,12.458,25.8765,3.3268,29.6197,1.2088,0.0221,1.234,1.7453,0.1925,1.9607,3108.1803,171.5661,3264.7963,1858.3434,118.1912,1927.9765,1249.8369,77.7806,1339.62,0.4022,0.0149,0.4113,60.3333,17.0392,78,35.1519,12.2125,46.9734,149.6076,34.7409,188.8313,5.3333,1.1547,6,5.3333,1.1547,6,0.0,0.0,0,1.6958,0.8843,2.5299,,,
rl+alns (rl_v3),212,11.2694,219,165.6667,6.6583,170,46.3333,4.7258,50,0.7818,0.0113,0.794,9.8554,0.1509,9.9736,8.7594,0.1597,8.9431,20.6855,1.2066,21.6254,30.6984,3.8141,35.1008,0.239,0.2684,0.5295,5.5312,0.4666,5.8981,10.5156,0.1326,10.6667,20.3714,1.187,21.6563,1.1445,0.004,1.1475,1.4386,0.004,1.4413,3070.308,109.7476,3143.8081,1566.2927,63.8029,1617.6229,1504.0153,54.0705,1557.4123,0.4899,0.007,0.4954,9.3333,4.1633,14,4.2355,0.7281,4.9813,19.9718,3.0357,23.3092,0.3333,0.5774,1,0.3333,0.5774,1,0.0,0.0,0,5.1008,0.0,5.1008,,,
rl+alns (rl_v4),212,11.2694,219,189.6667,10.4083,198,22.3333,3.2146,26,0.8947,0.0135,0.9083,11.2397,1.3938,12.5878,9.8488,1.41,11.3101,24.8429,1.4088,26.2097,32.3411,1.2684,33.7909,0.0,0.0,0.0,6.7891,0.3542,7.0845,11.2943,0.1953,11.4469,23.8448,1.0292,24.8412,1.1939,0.0036,1.1976,1.6773,0.0867,1.7609,3110.5407,150.4264,3247.4884,1755.7569,88.9811,1824.7639,1354.7838,64.5743,1422.7245,0.4356,0.005,0.4388,49.0,16.7033,64,24.9234,10.3963,33.3125,115.1986,47.7114,146.4357,2.0,1.0,3,2.0,1.0,3,0.0,0.0,0,2.0709,1.5012,3.7909,,,
rl+alns (rl_v5),212,11.2694,219,199.0,13.0767,208,13.0,2.6458,15,0.9383,0.0149,0.9541,11.9601,1.3098,12.9181,10.1662,0.7048,10.7773,27.1604,1.9597,28.8848,31.6629,1.219,32.5333,0.0,0.0,0.0,7.4853,0.9955,8.2803,11.8155,0.4703,12.243,26.4669,1.5636,28.2443,1.2027,0.0101,1.2088,1.7231,0.0357,1.7554,3163.7614,133.4727,3267.9445,1876.3741,116.5944,1953.1185,1287.3873,41.1117,1334.146,0.4072,0.0152,0.4218,63.0,15.6205,73,38.0523,14.3782,47.8226,159.7798,40.5831,191.94,2.6667,1.1547,4,2.3333,1.5275,4,0.3333,0.5774,1,0.9216,0.5723,1.3416,0.0866,0.0,0.0866
greedy,212,11.2694,219,196.3333,12.4231,204,15.6667,1.1547,17,0.9258,0.0097,0.9315,11.679,1.9475,13.1011,9.1993,2.2406,11.2527,28.572,1.3525,29.96,34.0633,1.8921,35.329,0.0,0.0,0.0,8.8493,0.8178,9.4675,12.2766,1.1884,13.0278,28.3644,5.5347,32.1005,1.2436,0.0534,1.2785,1.8801,0.2278,2.0275,2994.4362,181.0867,3125.8348,1921.201,171.0354,2030.0239,1073.2352,19.6396,1095.8109,0.3592,0.0196,0.3816,0.0,0.0,0,0.154,0.0293,0.1774,0.3709,0.0247,0.3948,5.3333,3.2146,9,5.3333,3.2146,9,0.0,0.0,0,2.1561,0.3338,2.4044,,,
greedy+sa,212,11.2694,219,197.6667,11.8462,205,14.3333,0.5774,15,0.9322,0.0065,0.9361,11.6668,1.7946,13.032,9.3017,1.5794,10.5129,28.3287,1.6554,29.7658,36.2652,1.9657,38.2446,0.0,0.0,0.0,8.5515,0.8633,9.1575,12.4543,0.7727,12.9075,28.2461,3.7189,30.5389,1.2491,0.0247,1.2668,2.005,0.0912,2.0812,2974.9021,159.8173,3089.6879,1917.2183,121.9182,2001.7351,1057.6838,38.0911,1087.9527,0.3558,0.0067,0.3635,23.6667,7.5056,31,29.9207,8.2832,35.016,149.584,21.0608,165.6853,7.0,3.6056,10,6.0,3.6056,10,1.0,1.7321,3,2.4345,0.8884,3.4581,4.4595,0.0,4.4595
greedy+ts,212,11.2694,219,200.0,13.0767,209,12.0,2.6458,14,0.943,0.0147,0.9587,10.8046,1.9053,12.1492,8.0349,1.5901,9.3384,28.813,1.6145,29.8451,33.5202,1.2677,34.9358,0.0,0.0,0.0,8.4536,0.8375,9.0404,12.3514,0.7983,13.0025,28.079,3.2684,30.1676,1.2532,0.0342,1.2896,1.923,0.1427,2.0524,2801.6684,252.7888,2984.0991,1892.6667,167.1305,2001.934,909.0016,86.9703,982.1651,0.3244,0.0044,0.3291,57.3333,15.0111,72,14.0695,4.1034,17.6529,53.6991,12.9319,67.8227,8.3333,2.5166,11,8.0,2.0,10,0.3333,0.5774,1,1.0801,0.0757,1.1622,0.5711,0.0,0.5711
greedy+ga,212,11.2694,219,199.3333,13.2791,207,12.6667,2.0817,15,0.9398,0.0133,0.9495,10.902,2.0662,12.3926,8.3649,2.1674,10.46,28.3101,1.2484,29.5581,33.1732,2.6069,36.1125,0.0,0.0,0.0,8.4877,0.8186,9.1893,12.179,0.803,12.9264,27.4271,3.3387,29.8434,1.2397,0.0327,1.2747,1.8702,0.1906,2.0601,2775.5854,242.6344,2943.6747,1863.4189,156.9983,1964.076,912.1665,86.3012,979.5987,0.3285,0.0037,0.3328,57.3333,17.0392,75,63.7142,25.6561,85.5579,320.2433,139.8203,448.4228,5.6667,1.5275,7,5.6667,1.5275,7,0.0,0.0,0,1.3233,0.3393,1.6554,,,
greedy+alns,212,11.2694,219,200.6667,12.8582,210,11.3333,2.8868,13,0.9462,0.0151,0.9633,11.1377,1.146,12.2165,8.4814,1.2845,9.7654,27.568,0.9602,28.6423,34.3965,1.8171,35.9694,0.0,0.0,0.0,8.3053,0.4356,8.6893,12.1471,0.5391,12.5957,27.1611,1.2653,28.2897,1.2292,0.0162,1.2448,1.8534,0.0908,1.9198,3002.1632,129.3497,3094.6602,1927.6873,124.7955,2029.5394,1074.4759,51.3839,1129.6179,0.3582,0.0195,0.3734,39.3333,13.2791,47,36.3844,8.7273,42.5587,176.1803,16.9657,194.0873,5.3333,1.5275,7,5.3333,1.5275,7,0.0,0.0,0,1.7451,0.6282,2.3544,,,
rl (rl_v3ant),212,11.2694,219,194.6667,13.5769,203,17.3333,2.5166,20,0.9177,0.0164,0.9312,13.8884,1.2102,14.6961,11.8974,1.4339,13.0176,29.837,0.621,30.3414,34.6079,1.4648,35.9004,0.32,0.5542,0.96,8.5388,0.5791,8.9928,12.8746,1.0595,13.5367,31.4399,3.7047,33.7178,1.2891,0.0536,1.3281,2.1068,0.1733,2.2898,3240.5825,144.5452,3393.6226,1898.5453,159.1606,2027.3442,1342.0372,59.667,1385.7684,0.4147,0.0274,0.4461,0.0,0.0,0,3.3889,0.4939,3.9186,4.2665,0.6749,5.0302,9.6667,1.5275,11,9.3333,1.1547,10,0.3333,0.5774,1,1.8414,0.6137,2.4062,4.457,0.0,4.457
rl+sa (rl_v3ant),212,11.2694,219,197.0,14.1774,208,15.0,4.3589,18,0.9287,0.023,0.9541,12.9368,1.8008,14.2089,10.9628,1.1745,11.6835,28.8879,1.5024,29.7803,34.738,1.5617,36.2276,0.0,0.0,0.0,8.4711,0.8253,9.0975,12.2076,1.0524,12.8631,27.8328,3.8511,30.3223,1.2394,0.0536,1.2773,1.9024,0.2566,2.0789,3137.5056,161.1879,3293.051,1896.6264,159.3202,1991.9538,1240.8792,70.7037,1301.0972,0.396,0.0271,0.4236,55.0,6.245,60,39.6338,13.0045,48.8831,171.1669,29.8218,196.2342,7.6667,3.2146,10,7.6667,3.2146,10,0.0,0.0,0,2.0757,0.3628,2.3542,,,
rl+ts (rl_v3ant),212,11.2694,219,200.3333,12.4231,208,11.6667,1.5275,13,0.9447,0.0097,0.9541,10.4767,1.5508,11.7278,8.0676,1.4312,9.1912,27.4131,0.8604,28.0954,34.3156,1.7716,36.3184,0.0,0.0,0.0,8.1415,0.6419,8.629,12.2812,0.7328,12.8714,28.3158,3.6252,30.4875,1.2428,0.0285,1.2672,1.9115,0.1943,2.1202,2785.4027,203.1515,2906.1102,1878.1499,160.4238,1973.8726,907.2528,43.2287,938.4766,0.3261,0.009,0.3363,136.0,10.5357,147,18.1949,4.0964,21.007,59.4118,7.5123,65.5646,4.0,0.0,4,4.0,0.0,4,0.0,0.0,0,1.8806,0.374,2.2905,,,
rl+ga (rl_v3ant),212,11.2694,219,199.6667,11.1505,208,12.3333,1.5275,14,0.9417,0.0072,0.9498,11.0483,1.65,12.1207,8.6244,1.8069,9.6681,28.1718,0.5058,28.4942,34.8282,2.6289,36.7678,0.0,0.0,0.0,8.5566,0.3878,8.8787,12.383,0.6874,12.8241,29.6729,3.6521,31.9013,1.2488,0.0322,1.2759,1.9167,0.1955,2.0504,2836.0858,273.0329,2993.9887,1904.0761,166.3352,2005.5828,932.0098,106.9464,999.458,0.3282,0.0067,0.3338,136.6667,12.0968,146,81.5113,12.413,94.5903,411.2812,71.431,462.6882,6.6667,1.5275,8,6.0,2.0,8,0.6667,0.5774,1,2.145,1.0872,2.9661,0.8394,0.2689,1.0295
rl+alns (rl_v3ant),212,11.2694,219,199.0,10.4403,206,13.0,1.7321,15,0.9387,0.0068,0.945,12.0035,1.138,13.1872,10.2551,0.7489,10.8552,27.0528,2.7764,29.6379,33.8215,2.8986,36.1333,0.1975,0.3422,0.5926,7.2936,0.7538,8.1212,12.2097,0.7468,12.6543,26.9775,2.8381,29.1639,1.2342,0.0316,1.2589,1.8174,0.1362,1.9017,3193.1318,119.7819,3302.2568,1904.9106,127.4954,2015.8107,1288.2212,86.8327,1368.9454,0.4036,0.0274,0.4239,60.0,16.6433,72,38.8202,10.0525,48.9994,168.4681,9.8776,179.8649,4.6667,4.7258,10,4.3333,4.9329,10,0.3333,0.5774,1,2.7083,3.0398,6.1333,0.1312,0.0,0.1312
