policy,total_requests_mean,total_requests_std,total_requests_worst,served_mean,served_std,served_worst,rejected_mean,rejected_std,rejected_worst,service_rate_mean,service_rate_std,service_rate_worst,mean_wait_mean,mean_wait_std,mean_wait_worst,p50_wait_mean,p50_wait_std,p50_wait_worst,p95_wait_mean,p95_wait_std,p95_wait_worst,max_wait_mean,max_wait_std,max_wait_worst,min_wait_mean,min_wait_std,min_wait_worst,std_wait_mean,std_wait_std,std_wait_worst,mean_ride_mean,mean_ride_std,mean_ride_worst,p95_ride_mean,p95_ride_std,p95_ride_worst,mean_detour_ratio_mean,mean_detour_ratio_std,mean_detour_ratio_worst,p95_detour_ratio_mean,p95_detour_ratio_std,p95_detour_ratio_worst,total_distance_mean,total_distance_std,total_distance_worst,loaded_distance_mean,loaded_distance_std,loaded_distance_worst,empty_distance_mean,empty_distance_std,empty_distance_worst,deadhead_ratio_mean,deadhead_ratio_std,deadhead_ratio_worst,improvements_mean,improvements_std,improvements_worst,mean_latency_ms_mean,mean_latency_ms_std,mean_latency_ms_worst,p95_latency_ms_mean,p95_latency_ms_std,p95_latency_ms_worst,violations_total_mean,violations_total_std,violations_total_worst,violations_wait_mean,violations_wait_std,violations_wait_worst,violations_ride_mean,violations_ride_std,violations_ride_worst,mean_wait_excess_mean,mean_wait_excess_std,mean_wait_excess_worst,mean_ride_excess_mean,mean_ride_excess_std,mean_ride_excess_worst
rl (rl_v4ant),343.2,24.5906,368,260.4,12.9151,273,82.8,17.1814,105,0.7602,0.0353,0.8029,16.794,0.8269,17.6201,16.2732,1.6823,18.2882,31.1122,0.7172,31.6802,35.8276,2.4449,39.9277,0.0419,0.0938,0.2097,9.3776,0.1542,9.5598,14.7604,0.5238,15.6017,36.1415,2.3037,38.8435,1.4068,0.0281,1.4483,2.2805,0.041,2.3229,4029.3322,152.6372,4196.1399,2539.6506,117.0412,2645.5993,1489.6815,81.6334,1601.7184,0.3697,0.0154,0.3818,0,0.0,0,3.5462,0.1919,3.8204,6.5766,0.2802,6.8041,21.8,6.9426,30,18.8,6.3797,27,3,1.0,4,2.2413,0.6656,3.121,1.3282,1.1686,3.2463
rl (rl_v5ant),343.2,24.5906,368,258.8,11.5412,268,84.4,17.7285,104,0.7557,0.0359,0.7882,16.5379,0.479,17.2188,15.3062,1.2519,16.7167,30.9453,1.0564,32.7171,36.1617,1.4628,37.6082,0.0,0.0,0.0,9.4302,0.4467,10.1315,14.8402,0.7618,15.6005,37.8234,1.9856,39.8279,1.3959,0.0222,1.4118,2.2859,0.0622,2.371,4036.2345,121.655,4153.9601,2557.5437,99.1295,2649.0003,1478.6908,97.4899,1641.6141,0.3663,0.0192,0.3952,0,0.0,0,3.6705,0.2436,4.0447,6.7349,0.5211,7.6071,21.6,6.7676,32,18.8,6.3403,29,2.8,0.8367,4,1.8935,0.3879,2.3972,1.4149,0.6464,2.2432
rl+sa (rl_base),343.2,24.5906,368,267.4,12.9345,279,75.8,17.4557,98,0.7808,0.0374,0.8206,15.0007,0.6143,15.8068,13.3444,0.9783,14.3238,30.6877,0.9306,32.0313,35.1771,0.9586,36.3523,0.0,0.0,0.0,9.0138,0.4064,9.5172,13.9018,0.6372,14.8793,34.3505,1.8496,36.1682,1.3431,0.0377,1.4057,2.179,0.0633,2.2535,3892.6822,126.6805,4066.0328,2534.0602,101.7122,2673.0487,1358.6221,79.6776,1494.9034,0.349,0.0161,0.3677,80.8,4.4385,85,58.7535,3.1158,64.02,221.7514,14.0464,246.252,17.2,6.6106,28,16,6.2048,26,1.2,1.7889,4,2.0823,0.4979,2.7598,1.3624,0.2283,1.5238
rl+sa (rl_v3),343.2,24.5906,368,220.8,9.6021,231,122.4,18.9947,145,0.6449,0.0322,0.6794,10.8245,0.2997,11.1705,9.6355,0.2564,10.0089,24.2792,0.7275,24.9146,32.4593,2.3759,36.442,0.0,0.0,0.0,6.496,0.2657,6.7691,10.5069,0.3798,10.8661,19.2699,1.1328,20.7501,1.1625,0.0208,1.1852,1.5247,0.0403,1.5715,3804.5974,118.1613,3898.5966,2035.8289,58.1907,2112.6801,1768.7685,85.6119,1886.1271,0.4648,0.0117,0.4838,59,3.5355,62,11.7113,1.9615,14.0541,38.7646,29.4387,71.2886,1.8,0.8367,3,1.8,0.8367,3,0,0.0,0,2.1631,1.9804,5.4873,,,
rl+sa (rl_v3ant),343.2,24.5906,368,266,14.1774,281,77.2,18.2948,102,0.7766,0.04,0.8265,15.6306,0.3768,16.0021,13.6488,0.6444,14.365,30.7437,0.7323,31.634,36.4273,1.6226,38.0852,0.091,0.2036,0.4552,9.3393,0.2202,9.6402,14.2679,0.5254,14.9613,35.7556,1.4296,37.2814,1.355,0.0394,1.4226,2.2443,0.0636,2.343,3933.4435,127.5128,4070.0174,2557.9329,91.5478,2663.7884,1375.5106,65.545,1487.8095,0.3497,0.0112,0.3656,78.4,8.8487,91,65.3678,6.0423,71.2283,236.319,12.2254,249.9416,20.2,4.6043,27,17.8,4.0249,24,2.4,1.1402,4,2.4566,0.8435,3.4585,1.2373,0.3371,1.5868
rl+sa (rl_v4),343.2,24.5906,368,249,11.4018,262,94.2,18.6199,114,0.7272,0.0371,0.7706,14.0772,0.3053,14.3428,12.4011,0.8923,13.2138,29.5303,0.9626,30.9505,34.9159,2.0966,37.2193,0.2581,0.4944,1.1341,8.566,0.4884,9.108,12.2277,0.7346,13.0368,26.3257,3.1236,31.2006,1.2678,0.0384,1.3178,2.0002,0.1202,2.1273,3871.4117,126.1819,3994.4692,2310.1691,68.1743,2414.1644,1561.2426,84.6025,1664.7004,0.4031,0.0125,0.4168,78.8,10.01,89,36.7842,2.9467,40.8198,166.9063,14.1715,178.9513,9.6,3.7148,15,9,3.3912,14,0.6,0.5477,1,1.9166,0.6507,3.0233,2.3759,2.0593,4.2304
rl+sa (rl_v5),343.2,24.5906,368,259.2,8.9554,269,84,19.7737,109,0.7574,0.0413,0.8007,15.0974,0.4816,15.8549,13.5649,0.6956,14.6451,30.3907,0.7424,31.2404,36.4125,2.647,40.3175,0.0,0.0,0.0,9.0608,0.2886,9.3561,13.8135,0.6831,14.4463,34.9296,2.2668,38.0479,1.3247,0.0288,1.3648,2.1859,0.0355,2.2253,3930.4452,134.3686,4030.4422,2492.7198,92.8919,2600.5078,1437.7254,64.5281,1527.1713,0.3658,0.01,0.3789,77.8,2.3875,80,49.4768,6.2863,54.2088,184.5108,17.6126,208.5548,16,3.1623,19,14.2,3.7683,18,1.8,1.0954,3,2.2091,0.5216,3.1284,0.8762,0.9375,2.3938
rl+sa (rl_v4ant),343.2,24.5906,368,263.8,14.7207,280,79.4,18.8361,100,0.7702,0.0417,0.8235,15.764,0.6807,16.6723,14.2107,1.0626,15.3231,30.7547,1.3883,32.3527,37.4198,2.8699,42.2761,0.1797,0.4019,0.8986,9.3538,0.4691,9.7487,13.9517,0.5896,14.6331,34.0097,1.8759,36.4555,1.347,0.0286,1.3931,2.1924,0.0439,2.2586,3960.2446,120.6828,4064.9453,2511.3701,98.5388,2614.7804,1448.8744,60.2694,1551.7263,0.3659,0.0124,0.3817,69.6,17.4011,98,60.2398,6.7655,68.3057,234.0861,31.5914,260.0804,17.6,5.6391,27,16.2,5.02,24,1.4,1.1402,3,2.6098,0.4993,3.0938,2.9617,1.2665,4.0923
rl+sa (rl_v5ant),343.2,24.5906,368,267.4,13.1263,285,75.8,20.8495,101,0.7812,0.0472,0.8382,15.299,0.9473,16.5842,13.3821,1.9419,15.845,30.5614,1.327,32.7073,35.2571,0.9597,36.3992,0.1414,0.3162,0.7071,9.2923,0.5075,9.9718,13.8864,0.4812,14.377,33.9511,2.2783,36.3069,1.3441,0.0117,1.3569,2.1646,0.0511,2.2118,3889.9153,146.7803,4026.682,2517.9521,117.0502,2644.4051,1371.9632,42.9779,1433.1672,0.3528,0.0086,0.3634,78.6,11.4586,92,63.3194,3.8362,66.5025,233.492,4.6216,239.3054,16.8,7.1204,28,15.8,7.3959,28,1,1.2247,3,2.0552,0.378,2.5813,0.7335,0.2469,0.9128
rl+ts (rl_base),343.2,24.5906,368,270.6,15.7892,286,72.6,18.5418,95,0.7899,0.0423,0.8412,13.3921,0.4544,13.8328,10.651,0.8187,11.485,29.8046,0.576,30.4805,36.3188,3.1656,40.8186,0.0,0.0,0.0,9.2272,0.4911,9.7953,13.8286,0.3525,14.162,33.4842,2.01,35.1161,1.3395,0.0136,1.3567,2.1789,0.0936,2.2608,3595.403,123.4509,3742.4958,2489.7505,104.6937,2603.4866,1105.6524,78.7562,1205.1993,0.3075,0.0186,0.3259,157.6,9.2087,171,30.0384,2.1701,32.3758,119.7811,12.9192,130.4911,14.2,3.8987,20,12.8,3.7014,18,1.4,1.1402,3,1.8257,0.6438,2.4732,1.0611,0.7932,2.1116
rl+ts (rl_v3),343.2,24.5906,368,232,12.3288,243,111.2,18.6869,133,0.6774,0.0351,0.7147,8.7861,0.3547,9.2141,7.703,0.6558,8.6244,19.6888,1.3687,21.2289,29.5369,3.3708,34.085,0.0,0.0,0.0,5.6682,0.3955,6.1025,10.9459,0.421,11.3367,20.7156,1.2138,22.1356,1.1904,0.0184,1.2067,1.6239,0.1183,1.8236,3428.4473,134.3036,3544.9796,2104.3948,89.0585,2190.0851,1324.0525,71.5528,1405.9047,0.3862,0.0126,0.3999,155.8,12.518,167,8.639,0.6062,9.3705,23.0664,5.1545,28.3031,0.6,0.8944,2,0.6,0.8944,2,0,0.0,0,2.7238,1.9251,4.085,,,
rl+ts (rl_v3ant),343.2,24.5906,368,270.6,15.678,285,72.6,17.1843,96,0.7898,0.0384,0.8382,13.7546,0.3351,14.0856,10.9261,0.7037,11.5833,29.7899,0.6953,30.2556,37.4668,2.7811,40.8186,0.0,0.0,0.0,9.4687,0.6514,9.9978,13.8483,0.643,14.8467,34.3499,2.4268,37.8572,1.343,0.0306,1.3899,2.1578,0.0693,2.2297,3599.2233,127.6767,3747.9919,2480.6533,114.7075,2634.3465,1118.57,70.609,1237.141,0.3108,0.0175,0.3344,159,17.8885,189,30.2883,2.9299,34.6928,113.9121,10.745,121.6563,14.2,3.7014,17,12.6,3.5071,16,1.6,1.9494,5,2.577,0.6949,3.6077,0.8317,0.8042,1.6325
rl+ts (rl_v4),343.2,24.5906,368,261.8,13.9176,269,81.4,14.4672,100,0.7639,0.0277,0.7912,11.9878,0.3198,12.4285,9.6104,0.5487,10.2176,28.8777,0.3955,29.5186,35.4151,0.919,36.5277,0.0,0.0,0.0,8.4717,0.4699,8.9437,12.4785,0.5617,13.0023,28.1339,2.0516,31.258,1.278,0.023,1.3126,2.0204,0.0874,2.1046,3552.7447,119.0694,3676.0699,2366.2506,120.448,2504.8849,1186.4941,65.3579,1289.5706,0.3342,0.019,0.3565,172.2,10.3296,186,21.0478,2.6067,23.6579,82.9628,16.0733,101.284,8.2,2.2804,11,8,2.6458,11,0.2,0.4472,1,1.8484,0.6183,2.7436,2.2102,0.0,2.2102
rl+ts (rl_v5),343.2,24.5906,368,269.2,16.9912,282,74,13.5647,90,0.7852,0.0292,0.8294,13.5861,0.6523,14.5137,11.1705,0.627,12.0719,30.0642,0.6801,30.9948,35.9263,1.4163,37.3599,0.0,0.0,0.0,9.3148,0.466,9.8508,13.9021,0.9642,15.4071,35.5056,3.4791,39.3002,1.3351,0.035,1.3905,2.1433,0.1041,2.2276,3607.6679,147.0424,3787.0052,2492.3228,149.3886,2689.6217,1115.345,89.361,1261.7101,0.3094,0.0243,0.341,159,14.5258,174,29.801,4.3356,33.8369,113.41,24.2525,137.5526,15.8,5.9749,26,13.8,5.3572,23,2,1.5811,4,2.2506,0.4163,2.7143,1.3902,0.9297,2.0133
rl+ts (rl_v4ant),343.2,24.5906,368,270,14.5086,281,73.2,19.0447,96,0.7884,0.0429,0.8265,13.8506,0.5665,14.4741,11.1465,0.3479,11.5833,30.247,1.0538,31.7978,37.3834,1.8043,39.811,0.0,0.0,0.0,9.496,0.7128,10.3842,14.013,0.5905,14.5904,33.2622,1.6637,35.4993,1.3539,0.0195,1.3699,2.2042,0.0585,2.2683,3604.2212,139.0101,3792.0624,2505.4624,95.939,2624.1812,1098.7587,99.2803,1233.6489,0.3046,0.0205,0.3339,153.6,19.8822,174,32.0337,3.7383,37.5492,121.9865,12.2672,133.173,16.6,3.5071,20,13.8,3.9623,20,2.8,2.1679,6,2.4351,0.4272,3.0663,1.2839,0.9166,2.459
rl+ts (rl_v5ant),343.2,24.5906,368,269.6,15.8524,285,73.6,12.8569,94,0.7864,0.0253,0.8118,13.9861,0.4695,14.6922,11.3086,0.7578,12.4056,30.1386,0.4687,30.8966,39.519,1.4952,40.8186,0.0,0.0,0.0,9.5995,0.4786,10.0174,14.0465,0.5199,14.3611,34.6711,1.3467,35.6584,1.3446,0.007,1.3521,2.2258,0.0557,2.3173,3630.9268,149.5643,3804.4633,2520.3683,103.8017,2670.4392,1110.5584,102.7315,1278.7922,0.3056,0.0206,0.3395,155.4,14.0464,167,32.0053,2.5656,35.933,125.4226,8.5413,138.2157,16.2,4.9699,24,14.6,5.0299,23,1.6,1.3416,4,2.638,0.5391,3.3141,1.5387,0.5623,2.3073
rl+ga (rl_base),343.2,24.5906,368,268.4,13.2212,276,74.8,14.1669,92,0.7833,0.0273,0.8088,13.3911,0.2826,13.7619,10.8729,0.5464,11.5233,29.5648,0.6925,30.6188,34.6207,1.2253,35.9843,0.0,0.0,0.0,9.1371,0.4019,9.4383,13.8409,0.4768,14.2305,33.1913,1.7696,35.6635,1.3464,0.0182,1.3658,2.1747,0.0517,2.2252,3601.4821,162.3883,3757.774,2482.2856,108.9081,2583.827,1119.1965,131.3192,1328.7228,0.3103,0.027,0.3536,165.4,13.6125,179,142.293,25.4074,163.8811,594.7288,97.0892,684.8409,11.6,2.881,15,10.4,2.9665,14,1.2,0.8367,2,2.0893,0.2019,2.3136,1.4225,0.9188,2.591
rl+ga (rl_v3),343.2,24.5906,368,230.6,8.9051,237,112.6,17.855,133,0.6735,0.0299,0.7026,8.8585,0.2788,9.2438,7.6897,0.5352,8.4268,20.0479,1.9324,21.894,31.4004,2.2065,34.0317,0.0,0.0,0.0,5.7287,0.4176,6.0707,10.8456,0.2502,11.0079,19.9584,1.2161,22.1097,1.1905,0.0182,1.2043,1.6365,0.0599,1.7329,3399.0705,110.6916,3524.4108,2082.2771,89.0328,2167.5739,1316.7934,61.3607,1395.8117,0.3874,0.0146,0.4082,158.6,16.3799,174,17.3443,4.1654,24.528,74.1323,72.648,160.0959,0.8,0.4472,1,0.8,0.4472,1,0,0.0,0,2.2632,1.2366,4.0317,,,
rl+ga (rl_v3ant),343.2,24.5906,368,268.6,11.2161,278,74.6,16.456,92,0.7843,0.0339,0.8176,13.9213,0.7429,15.0352,11.5676,1.4569,13.4861,30.6392,0.458,31.2384,36.0875,2.7104,39.811,0.0,0.0,0.0,9.3754,0.5764,9.9356,13.9035,0.4672,14.534,35.0235,2.6115,37.5493,1.3439,0.0148,1.3681,2.2129,0.0387,2.2779,3616.4311,158.4922,3798.6249,2482.9118,117.9361,2637.1019,1133.5193,56.7272,1220.2916,0.3135,0.0093,0.3253,148.6,11.5239,167,157.407,20.4682,177.0732,651.2304,31.0417,690.6635,19.4,2.881,24,16.6,3.2863,22,2.8,1.3038,5,1.9578,0.6612,3.055,1.7831,1.551,4.4019
rl+ga (rl_v4),343.2,24.5906,368,259.8,15.2709,271,83.4,15.1096,103,0.758,0.0308,0.7971,12.4804,0.3368,12.9639,10.2108,0.9868,11.4233,28.5519,0.4817,29.0145,34.9997,1.4711,36.3939,0.0,0.0,0.0,8.4724,0.4211,8.9604,12.5716,0.5436,13.3713,27.5806,1.1205,29.5403,1.2831,0.0286,1.3259,2.036,0.0772,2.1128,3589.4521,150.7545,3767.0357,2361.2441,125.1399,2491.6825,1228.208,94.8154,1372.4505,0.3422,0.0219,0.3643,167.4,7.6354,175,90.3638,17.7699,117.6053,442.407,107.942,581.1405,9.6,2.0736,13,8.6,1.6733,10,1,1.4142,3,1.7911,0.8627,2.9158,1.4347,0.3594,1.6889
rl+ga (rl_v5),343.2,24.5906,368,266.6,14.7919,277,76.6,14.0464,93,0.7778,0.0281,0.8147,13.6492,0.4133,14.1727,11.0253,0.9091,12.2847,30.3531,0.9444,31.626,36.5892,2.2185,38.2489,0.0,0.0,0.0,9.4547,0.3019,9.853,13.6751,0.7363,14.348,34.27,2.542,36.9542,1.3273,0.0284,1.358,2.1501,0.0744,2.2501,3619.6196,144.4309,3781.2177,2466.0121,131.0593,2620.0203,1153.6075,95.587,1309.0233,0.3187,0.0232,0.3507,156.2,11.2339,170,136.1669,10.7555,148.3563,598.2901,71.7981,674.2411,16.2,3.8987,21,15,4.6368,20,1.2,1.3038,3,2.1818,0.5898,2.7667,1.7892,0.7312,2.5908
rl+ga (rl_v4ant),343.2,24.5906,368,266,15.6525,283,77.2,18.0194,98,0.7764,0.0405,0.8324,14.0589,0.5085,14.7303,11.2754,0.8067,12.1837,30.7562,0.7299,31.4123,37.3225,1.7314,39.811,0.0,0.0,0.0,9.5992,0.5236,10.1782,13.9033,0.7467,15.1587,33.3182,2.471,36.64,1.348,0.0324,1.4021,2.2173,0.1098,2.3392,3641.178,136.351,3784.2656,2506.4184,118.4198,2666.6957,1134.7596,68.8015,1251.2848,0.3117,0.0164,0.3319,152.4,15.5981,170,150.1863,6.5374,159.8054,639.0994,33.6363,673.996,19.2,5.4955,27,17,4.4159,23,2.2,1.7889,4,2.2813,0.4568,3.0687,1.7274,0.7047,2.5144
rl+ga (rl_v5ant),343.2,24.5906,368,267.4,14.4499,279,75.8,15.5788,96,0.7804,0.0325,0.8147,13.739,0.6134,14.41,11.059,0.9238,12.1611,30.4758,0.8988,31.7713,38.7875,1.4536,40.0167,0.0,0.0,0.0,9.5592,0.56,10.1452,13.9856,0.6749,14.5677,32.7853,2.5216,36.033,1.3527,0.0208,1.3749,2.2181,0.0503,2.27,3614.1404,140.4813,3789.7325,2506.1922,114.0109,2631.6278,1107.9483,122.7259,1280.897,0.3063,0.0279,0.3431,146.2,22.687,176,150.1307,24.7821,175.3122,648.9982,100.7681,794.6959,17.8,4.0249,24,15,4.2426,22,2.8,1.6432,5,2.6872,0.5572,3.6163,1.9613,1.9182,5.3361
rl+alns (rl_base),343.2,24.5906,368,272.2,13.2363,287,71,17.8746,91,0.7948,0.0396,0.8441,13.7933,0.5659,14.4581,11.9043,0.6035,12.7499,29.4135,0.3544,29.8149,35.3164,2.5237,39.1213,0.0,0.0,0.0,8.5346,0.427,9.1091,13.8597,0.4538,14.4967,32.3313,1.8375,34.7679,1.3437,0.0311,1.3939,2.1627,0.0631,2.2559,3903.3933,121.803,4006.1148,2547.465,124.7014,2654.8161,1355.9283,34.359,1405.8696,0.3476,0.0139,0.3694,102.4,14.639,120,70.657,3.4736,74.9405,295.0693,29.2518,337.0386,11.6,3.9749,15,9.6,3.2094,12,2,1.2247,4,2.2236,0.6759,3.0619,1.6132,1.1772,3.5527
