policy,total_requests_mean,total_requests_std,total_requests_worst,served_mean,served_std,served_worst,rejected_mean,rejected_std,rejected_worst,service_rate_mean,service_rate_std,service_rate_worst,mean_wait_mean,mean_wait_std,mean_wait_worst,p50_wait_mean,p50_wait_std,p50_wait_worst,p95_wait_mean,p95_wait_std,p95_wait_worst,max_wait_mean,max_wait_std,max_wait_worst,min_wait_mean,min_wait_std,min_wait_worst,std_wait_mean,std_wait_std,std_wait_worst,mean_ride_mean,mean_ride_std,mean_ride_worst,p95_ride_mean,p95_ride_std,p95_ride_worst,mean_detour_ratio_mean,mean_detour_ratio_std,mean_detour_ratio_worst,p95_detour_ratio_mean,p95_detour_ratio_std,p95_detour_ratio_worst,total_distance_mean,total_distance_std,total_distance_worst,loaded_distance_mean,loaded_distance_std,loaded_distance_worst,empty_distance_mean,empty_distance_std,empty_distance_worst,deadhead_ratio_mean,deadhead_ratio_std,deadhead_ratio_worst,improvements_mean,improvements_std,improvements_worst,mean_latency_ms_mean,mean_latency_ms_std,mean_latency_ms_worst,p95_latency_ms_mean,p95_latency_ms_std,p95_latency_ms_worst,violations_total_mean,violations_total_std,violations_total_worst,violations_wait_mean,violations_wait_std,violations_wait_worst,violations_ride_mean,violations_ride_std,violations_ride_worst,mean_wait_excess_mean,mean_wait_excess_std,mean_wait_excess_worst,mean_ride_excess_mean,mean_ride_excess_std,mean_ride_excess_worst
rl+ts (rl_v4),212,11.2694,219,190.6667,11.0151,198,21.3333,0.5774,22,0.8992,0.0048,0.9041,9.6012,1.316,10.7701,7.5214,1.2489,8.563,25.4941,1.6694,27.0422,31.3843,1.0125,32.4349,0.0,0.0,0.0,7.3786,0.6247,7.7632,11.6056,0.4504,12.0425,23.9132,0.363,24.2458,1.2164,0.0177,1.2347,1.7281,0.1051,1.8272,2719.295,186.9771,2843.1179,1779.0119,116.4789,1867.7033,940.2831,72.317,988.3228,0.3457,0.0052,0.3516,130,7.8102,135,13.1066,3.671,16.8806,44.5675,18.6001,65.0277,3,2.0,5,3,2.0,5,0,0.0,0,0.6714,0.2808,0.9715,,,
rl+ts (rl_v5),212,11.2694,219,199.3333,13.6137,210,12.6667,4.0415,15,0.9398,0.0206,0.9633,10.4922,1.6136,11.5003,8.0925,1.6474,9.1015,26.4528,1.8278,27.7188,33.2762,0.8382,34.0629,0.0,0.0,0.0,8.057,0.5691,8.6113,12.1488,0.9391,12.8105,28.1584,5.0999,33.4457,1.2392,0.0419,1.2652,1.8414,0.1923,1.9704,2774.5692,229.6729,2924.1527,1871.6245,169.3309,1973.7791,902.9448,63.5911,959.2232,0.3257,0.0079,0.3322,136.3333,8.9629,142,16.542,4.5029,20.3507,55.2784,10.9066,63.9836,5.3333,0.5774,6,5,1.0,6,0.3333,0.5774,1,1.4038,0.2843,1.6623,0.8733,0.0,0.8733
rl+ga (rl_base),212,11.2694,219,196.6667,11.8462,204,15.3333,1.1547,16,0.9274,0.0081,0.9358,10.618,1.9055,11.8539,7.9305,1.4468,8.8878,27.1057,2.6508,28.8491,34.4099,1.6919,36.3539,0.0,0.0,0.0,8.2989,1.0612,8.9463,12.2531,0.7081,12.7003,26.6873,2.6113,28.5643,1.2497,0.0308,1.2702,1.9377,0.2041,2.0874,2779.7426,230.7011,2919.2835,1878.2757,164.5372,2002.4605,901.4669,73.2123,965.7831,0.3244,0.0094,0.3323,128.3333,4.0415,132,72.8613,32.667,92.6942,366.9559,152.8586,460.2763,5.3333,2.0817,7,4.6667,2.0817,7,0.6667,1.1547,2,2.706,1.5776,4.5207,2.9924,0.0,2.9924
rl+ga (rl_v3),212,11.2694,219,176.6667,4.0415,181,35.3333,8.6217,43,0.8344,0.033,0.8693,7.6686,0.7608,8.3346,6.8255,1.0819,7.9858,17.4152,1.9409,18.7536,24.8933,1.9635,27.1154,0.0,0.0,0.0,5.1073,0.3396,5.3553,10.8724,0.1693,11.0678,20.973,1.7345,22.4867,1.1637,0.0055,1.1681,1.5098,0.005,1.5128,2652.076,140.2841,2736.1183,1668.3811,60.0282,1719.3127,983.695,85.5297,1052.4862,0.3705,0.014,0.3847,122.3333,7.7675,131,11.4924,1.4554,12.9511,15.5004,0.5491,16.1252,0,0.0,0,0,0.0,0,0,0.0,0,,,,,,
rl+ga (rl_v4),212,11.2694,219,190.6667,8.3865,196,21.3333,2.8868,23,0.8997,0.0086,0.9095,9.2829,1.0633,10.1347,7.7971,1.5421,9.2469,24.8931,0.133,25.0467,32.4614,1.2911,33.4688,0.0,0.0,0.0,6.952,0.1736,7.1247,11.2326,0.3316,11.5571,23.189,1.9911,25.429,1.19,0.0105,1.2014,1.575,0.0362,1.6117,2692.8496,176.3057,2799.8658,1741.1896,83.0988,1805.8057,951.66,95.8601,1019.0084,0.3529,0.0137,0.3653,136,3.4641,140,32.1789,3.344,36.0302,170.4423,6.2106,174.35,2,1.7321,4,2,1.7321,4,0,0.0,0,1.8974,1.365,3.4688,,,
rl+ga (rl_v5),212,11.2694,219,197.6667,13.6504,207,14.3333,3.0551,17,0.9319,0.0175,0.9495,10.351,2.2274,12.2487,7.9942,1.7336,9.391,26.2925,2.4488,27.8437,32.4466,1.5825,33.9488,0.0,0.0,0.0,7.753,1.0418,8.4403,12.0737,0.7917,12.741,27.5103,4.2285,31.7274,1.2379,0.026,1.2589,1.8711,0.2183,2.0305,2773.7309,252.5288,2938.813,1858.5195,163.6476,1971.1253,915.2114,97.132,1005.1792,0.3298,0.0112,0.342,140,10.3923,146,63.1099,28.7698,87.4667,269.8233,97.1848,344.6109,5,0.0,5,4.3333,1.1547,5,0.6667,1.1547,2,1.304,0.7678,2.0711,0.7172,0.0,0.7172
rl+alns (rl_base),212,11.2694,219,197.6667,12.7017,205,14.3333,1.5275,16,0.932,0.011,0.9404,11.7206,0.863,12.2438,9.9397,0.9454,10.5376,27.878,1.1147,29.1647,34.3664,1.1563,35.3279,0.0,0.0,0.0,7.7791,0.1272,7.9237,11.7895,0.6694,12.458,25.8765,3.3268,29.6197,1.2088,0.0221,1.234,1.7453,0.1925,1.9607,3108.1803,171.5661,3264.7963,1858.3434,118.1912,1927.9765,1249.8369,77.7806,1339.62,0.4022,0.0149,0.4113,60.3333,17.0392,78,35.1519,12.2125,46.9734,149.6076,34.7409,188.8313,5.3333,1.1547,6,5.3333,1.1547,6,0,0.0,0,1.6958,0.8843,2.5299,,,
rl+alns (rl_v3),212,11.2694,219,165.6667,6.6583,170,46.3333,4.7258,50,0.7818,0.0113,0.794,9.8554,0.1509,9.9736,8.7594,0.1597,8.9431,20.6855,1.2066,21.6254,30.6984,3.8141,35.1008,0.239,0.2684,0.5295,5.5312,0.4666,5.8981,10.5156,0.1326,10.6667,20.3714,1.187,21.6563,1.1445,0.004,1.1475,1.4386,0.004,1.4413,3070.308,109.7476,3143.8081,1566.2927,63.8029,1617.6229,1504.0153,54.0705,1557.4123,0.4899,0.007,0.4954,9.3333,4.1633,14,4.2355,0.7281,4.9813,19.9718,3.0357,23.3092,0.3333,0.5774,1,0.3333,0.5774,1,0,0.0,0,5.1008,0.0,5.1008,,,
rl+alns (rl_v4),212,11.2694,219,189.6667,10.4083,198,22.3333,3.2146,26,0.8947,0.0135,0.9083,11.2397,1.3938,12.5878,9.8488,1.41,11.3101,24.8429,1.4088,26.2097,32.3411,1.2684,33.7909,0.0,0.0,0.0,6.7891,0.3542,7.0845,11.2943,0.1953,11.4469,23.8448,1.0292,24.8412,1.1939,0.0036,1.1976,1.6773,0.0867,1.7609,3110.5407,150.4264,3247.4884,1755.7569,88.9811,1824.7639,1354.7838,64.5743,1422.7245,0.4356,0.005,0.4388,49,16.7033,64,24.9234,10.3963,33.3125,115.1986,47.7114,146.4357,2,1.0,3,2,1.0,3,0,0.0,0,2.0709,1.5012,3.7909,,,
rl+alns (rl_v5),212,11.2694,219,199,13.0767,208,13,2.6458,15,0.9383,0.0149,0.9541,11.9601,1.3098,12.9181,10.1662,0.7048,10.7773,27.1604,1.9597,28.8848,31.6629,1.219,32.5333,0.0,0.0,0.0,7.4853,0.9955,8.2803,11.8155,0.4703,12.243,26.4669,1.5636,28.2443,1.2027,0.0101,1.2088,1.7231,0.0357,1.7554,3163.7614,133.4727,3267.9445,1876.3741,116.5944,1953.1185,1287.3873,41.1117,1334.146,0.4072,0.0152,0.4218,63,15.6205,73,38.0523,14.3782,47.8226,159.7798,40.5831,191.94,2.6667,1.1547,4,2.3333,1.5275,4,0.3333,0.5774,1,0.9216,0.5723,1.3416,0.0866,0.0,0.0866
